THE	O
SISTERS	O
There	O
was	O
no	O
hope	O
for	O
him	O
this	O
time	O
:	O
it	O
was	O
the	O
third	O
stroke	EVENT
.	O

Night	O
after	O
night	O
I	O
had	O
passed	O
the	O
house	O
(	O
it	O
was	O
vacation	O
time	O
)	O
and	O
studied	O
the	O
lighted	O
square	O
of	O
window	O
:	O
and	O
night	O
after	O
night	O
I	O
had	O
found	O
it	O
lighted	O
in	O
the	O
same	O
way	O
,	O
faintly	O
and	O
evenly	O
.	O

If	O
he	O
was	O
dead	O
,	O
I	O
thought	O
,	O
I	O
would	O
see	O
the	O
reflection	O
of	O
candles	O
on	O
the	O
darkened	O
blind	O
for	O
I	O
knew	O
that	O
two	O
candles	O
must	O
be	O
set	O
at	O
the	O
head	O
of	O
a	O
corpse	O
.	O

He	O
had	O
often	O
said	O
to	O
me	O
:	O
“	O
I	O
am	O
not	O
long	O
for	O
this	O
world	O
,	O
”	O
and	O
I	O
had	O
thought	O
his	O
words	O
idle	O
.	O

Now	O
I	O
knew	O
they	O
were	O
true	O
.	O

Every	O
night	O
as	O
I	O
gazed	O
up	O
at	O
the	O
window	O
I	O
said	O
softly	O
to	O
myself	O
the	O
word	O
paralysis	O
.	O

It	O
had	O
always	O
sounded	O
strangely	O
in	O
my	O
ears	O
,	O
like	O
the	O
word	O
gnomon	O
in	O
the	O
Euclid	O
and	O
the	O
word	O
simony	O
in	O
the	O
Catechism	O
.	O

But	O
now	O
it	O
sounded	EVENT
to	O
me	O
like	O
the	O
name	O
of	O
some	O
maleficent	O
and	O
sinful	O
being	O
.	O

It	O
filled	O
me	O
with	O
fear	O
,	O
and	O
yet	O
I	O
longed	O
to	O
be	O
nearer	O
to	O
it	O
and	O
to	O
look	O
upon	O
its	O
deadly	O
work	O
.	O

Old	O
Cotter	O
was	O
sitting	O
at	O
the	O
fire	EVENT
,	O
smoking	EVENT
,	O
when	O
I	O
came	EVENT
downstairs	O
to	O
supper	O
.	O

While	O
my	O
aunt	O
was	O
ladling	EVENT
out	O
my	O
stirabout	O
he	O
said	EVENT
,	O
as	O
if	O
returning	O
to	O
some	O
former	O
remark	O
of	O
his	O
:	O
“	O
No	O
,	O
I	O
would	O
n’t	O
say	O
he	O
was	O
exactly	O
...	O
but	O
there	O
was	O
something	O
queer	O
...	O
there	O
was	O
something	O
uncanny	O
about	O
him	O
.	O

I	O
’ll	O
tell	O
you	O
my	O
opinion	O
....	O
”	O
He	O
began	O
to	O
puff	EVENT
at	O
his	O
pipe	O
,	O
no	O
doubt	O
arranging	O
his	O
opinion	O
in	O
his	O
mind	O
.	O

Tiresome	O
old	O
fool	O
!	O

When	O
we	O
knew	O
him	O
first	O
he	O
used	O
to	O
be	O
rather	O
interesting	O
,	O
talking	O
of	O
faints	O
and	O
worms	O
;	O
but	O
I	O
soon	O
grew	O
tired	O
of	O
him	O
and	O
his	O
endless	O
stories	O
about	O
the	O
distillery	O
.	O

“	O
I	O
have	O
my	O
own	O
theory	O
about	O
it	O
,	O
”	O
he	O
said	EVENT
.	O

“	O
I	O
think	O
it	O
was	O
one	O
of	O
those	O
...	O
peculiar	O
cases	O
...	O
.	O

But	O
it	O
’s	O
hard	O
to	O
say	O
....	O
”	O
He	O
began	O
to	O
puff	EVENT
again	O
at	O
his	O
pipe	O
without	O
giving	O
us	O
his	O
theory	O
.	O

My	O
uncle	O
saw	EVENT
me	O
staring	EVENT
and	O
said	EVENT
to	O
me	O
:	O
“	O
Well	O
,	O
so	O
your	O
old	O
friend	O
is	O
gone	O
,	O
you	O
’ll	O
be	O
sorry	O
to	O
hear	O
.	O
”	O

“	O
Who	O
?	O
”	O

said	EVENT
I.	O
“	O
Father	O
Flynn	O
.	O
”	O

“	O
Is	O
he	O
dead	O
?	O
”	O

“	O
Mr	O
Cotter	O
here	O
has	O
just	O
told	EVENT
us	O
.	O

He	O
was	O
passing	EVENT
by	O
the	O
house	O
.	O
”	O

I	O
knew	O
that	O
I	O
was	O
under	O
observation	EVENT
so	O
I	O
continued	O
eating	EVENT
as	O
if	O
the	O
news	O
had	O
not	O
interested	O
me	O
.	O

My	O
uncle	O
explained	EVENT
to	O
old	O
Cotter	O
.	O

“	O
The	O
youngster	O
and	O
he	O
were	O
great	O
friends	O
.	O

The	O
old	O
chap	O
taught	O
him	O
a	O
great	O
deal	O
,	O
mind	O
you	O
;	O
and	O
they	O
say	O
he	O
had	O
a	O
great	O
wish	O
for	O
him	O
.	O
”	O

“	O
God	O
have	O
mercy	O
on	O
his	O
soul	O
,	O
”	O
said	EVENT
my	O
aunt	O
piously	O
.	O

Old	O
Cotter	O
looked	EVENT
at	O
me	O
for	O
a	O
while	O
.	O

I	O
felt	EVENT
that	O
his	O
little	O
beady	O
black	O
eyes	O
were	O
examining	O
me	O
but	O
I	O
would	O
not	O
satisfy	O
him	O
by	O
looking	O
up	O
from	O
my	O
plate	O
.	O

He	O
returned	EVENT
to	O
his	O
pipe	O
and	O
finally	O
spat	EVENT
rudely	O
into	O
the	O
grate	O
.	O

“	O
I	O
would	O
n’t	O
like	O
children	O
of	O
mine	O
,	O
”	O
he	O
said	EVENT
,	O
“	O
to	O
have	O
too	O
much	O
to	O
say	O
to	O
a	O
man	O
like	O
that	O
.	O
”	O

“	O
How	O
do	O
you	O
mean	O
,	O
Mr	O
Cotter	O
?	O
”	O

asked	EVENT
my	O
aunt	O
.	O

“	O
What	O
I	O
mean	O
is	O
,	O
”	O
said	EVENT
old	O
Cotter	O
,	O
“	O
it	O
’s	O
bad	O
for	O
children	O
.	O

My	O
idea	O
is	O
:	O
let	O
a	O
young	O
lad	O
run	O
about	O
and	O
play	O
with	O
young	O
lads	O
of	O
his	O
own	O
age	O
and	O
not	O
be	O
...	O
.	O

Am	O
I	O
right	O
,	O
Jack	O
?	O
”	O

“	O
That	O
’s	O
my	O
principle	O
,	O
too	O
,	O
”	O
said	EVENT
my	O
uncle	O
.	O

“	O
Let	O
him	O
learn	O
to	O
box	O
his	O
corner	O
.	O

That	O
’s	O
what	O
I	O
’m	O
always	O
saying	O
to	O
that	O
Rosicrucian	O
there	O
:	O
take	O
exercise	O
.	O

Why	O
,	O
when	O
I	O
was	O
a	O
nipper	O
every	O
morning	O
of	O
my	O
life	O
I	O
had	O
a	O
cold	O
bath	O
,	O
winter	O
and	O
summer	O
.	O

And	O
that	O
’s	O
what	O
stands	O
to	O
me	O
now	O
.	O

Education	O
is	O
all	O
very	O
fine	O
and	O
large	O
...	O
.	O

Mr	O
Cotter	O
might	O
take	O
a	O
pick	O
of	O
that	O
leg	O
mutton	O
,	O
”	O
he	O
added	EVENT
to	O
my	O
aunt	O
.	O

“	O
No	O
,	O
no	O
,	O
not	O
for	O
me	O
,	O
”	O
said	EVENT
old	O
Cotter	O
.	O

My	O
aunt	O
brought	EVENT
the	O
dish	O
from	O
the	O
safe	O
and	O
put	EVENT
it	O
on	O
the	O
table	O
.	O

“	O
But	O
why	O
do	O
you	O
think	O
it	O
’s	O
not	O
good	O
for	O
children	O
,	O
Mr	O
Cotter	O
?	O
”	O

she	O
asked	EVENT
.	O

“	O
It	O
’s	O
bad	O
for	O
children	O
,	O
”	O
said	EVENT
old	O
Cotter	O
,	O
“	O
because	O
their	O
minds	O
are	O
so	O
impressionable	O
.	O

When	O
children	O
see	O
things	O
like	O
that	O
,	O
you	O
know	O
,	O
it	O
has	O
an	O
effect	O
....	O
”	O
I	O
crammed	EVENT
my	O
mouth	O
with	O
stirabout	O
for	O
fear	EVENT
I	O
might	O
give	O
utterance	O
to	O
my	O
anger	O
.	O

Tiresome	O
old	O
red-nosed	O
imbecile	O
!	O

It	O
was	O
late	O
when	O
I	O
fell	O
asleep	EVENT
.	O

Though	O
I	O
was	O
angry	O
with	O
old	O
Cotter	O
for	O
alluding	EVENT
to	O
me	O
as	O
a	O
child	O
,	O
I	O
puzzled	EVENT
my	O
head	O
to	O
extract	O
meaning	O
from	O
his	O
unfinished	O
sentences	O
.	O

In	O
the	O
dark	O
of	O
my	O
room	O
I	O
imagined	EVENT
that	O
I	O
saw	O
again	O
the	O
heavy	O
grey	O
face	O
of	O
the	O
paralytic	O
.	O

I	O
drew	EVENT
the	O
blankets	O
over	O
my	O
head	O
and	O
tried	EVENT
to	O
think	O
of	O
Christmas	O
.	O

But	O
the	O
grey	O
face	O
still	O
