_	O
One	O
_	O
DREAMS	O
Night	O
fell	O
.	O

The	O
red	O
waters	O
of	O
the	O
swamp	O
grew	O
sinister	EVENT
and	O
sullen	EVENT
.	O

The	O
tall	O
pines	O
lost	EVENT
their	O
slimness	O
and	O
stood	O
in	O
wide	O
blurred	O
blotches	O
all	O
across	O
the	O
way	O
,	O
and	O
a	O
great	O
shadowy	O
bird	O
arose	EVENT
,	O
wheeled	EVENT
and	O
melted	EVENT
,	O
murmuring	EVENT
,	O
into	O
the	O
black-green	O
sky	O
.	O

The	O
boy	O
wearily	O
dropped	EVENT
his	O
heavy	O
bundle	O
and	O
stood	O
still	O
,	O
listening	EVENT
as	O
the	O
voice	EVENT
of	O
crickets	O
split	EVENT
the	O
shadows	O
and	O
made	O
the	O
silence	O
audible	O
.	O

A	O
tear	EVENT
wandered	EVENT
down	O
his	O
brown	O
cheek	O
.	O

They	O
were	O
at	O
supper	EVENT
now	O
,	O
he	O
whispered	EVENT
--	O
the	O
father	O
and	O
old	O
mother	O
,	O
away	O
back	O
yonder	O
beyond	O
the	O
night	O
.	O

They	O
were	O
far	O
away	O
;	O
they	O
would	O
never	O
be	O
as	O
near	O
as	O
once	O
they	O
had	O
been	O
,	O
for	O
he	O
had	O
stepped	EVENT
into	O
the	O
world	O
.	O

And	O
the	O
cat	O
and	O
Old	O
Billy	O
--	O
ah	O
,	O
but	O
the	O
world	O
was	O
a	O
lonely	O
thing	O
,	O
so	O
wide	O
and	O
tall	O
and	O
empty	O
!	O

And	O
so	O
bare	O
,	O
so	O
bitter	O
bare	O
!	O

Somehow	O
he	O
had	O
never	O
dreamed	O
of	O
the	O
world	O
as	O
lonely	O
before	O
;	O
he	O
had	O
fared	EVENT
forth	O
to	O
beckoning	O
hands	O
and	O
luring	O
,	O
and	O
to	O
the	O
eager	O
hum	O
of	O
human	O
voices	O
,	O
as	O
of	O
some	O
great	O
,	O
swelling	O
music	O
.	O

Yet	O
now	O
he	O
was	O
alone	O
;	O
the	O
empty	O
night	O
was	O
closing	EVENT
all	O
about	O
him	O
here	O
in	O
a	O
strange	O
land	O
,	O
and	O
he	O
was	O
afraid	O
.	O

The	O
bundle	O
with	O
his	O
earthly	O
treasure	O
had	O
hung	EVENT
heavy	O
and	O
heavier	O
on	O
his	O
shoulder	O
;	O
his	O
little	O
horde	O
of	O
money	O
was	O
tightly	O
wadded	O
in	O
his	O
sock	O
,	O
and	O
the	O
school	O
lay	O
hidden	O
somewhere	O
far	O
away	O
in	O
the	O
shadows	O
.	O

He	O
wondered	EVENT
how	O
far	O
it	O
was	O
;	O
he	O
looked	EVENT
and	O
harkened	EVENT
,	O
starting	EVENT
at	O
his	O
own	O
heartbeats	O
,	O
and	O
fearing	EVENT
more	O
and	O
more	O
the	O
long	O
dark	O
fingers	O
of	O
the	O
night	O
.	O

Then	O
of	O
a	O
sudden	O
up	O
from	O
the	O
darkness	O
came	O
music	EVENT
.	O

It	O
was	O
human	O
music	EVENT
,	O
but	O
of	O
a	O
wildness	O
and	O
a	O
weirdness	O
that	O
startled	EVENT
the	O
boy	O
as	O
it	O
fluttered	EVENT
and	O
danced	EVENT
across	O
the	O
dull	O
red	O
waters	O
of	O
the	O
swamp	O
.	O

He	O
hesitated	EVENT
,	O
then	O
impelled	EVENT
by	O
some	O
strange	O
power	EVENT
,	O
left	EVENT
the	O
highway	O
and	O
slipped	EVENT
into	O
the	O
forest	O
of	O
the	O
swamp	O
,	O
shrinking	EVENT
,	O
yet	O
following	EVENT
the	O
song	EVENT
hungrily	O
and	O
half	O
forgetting	O
his	O
fear	EVENT
.	O

A	O
harsher	O
,	O
shriller	O
note	EVENT
struck	O
in	O
as	O
of	O
many	O
and	O
ruder	O
voices	O
;	O
but	O
above	O
it	O
flew	O
the	O
first	O
sweet	O
music	EVENT
,	O
birdlike	O
,	O
abandoned	O
,	O
and	O
the	O
boy	O
crept	EVENT
closer	O
.	O

The	O
cabin	O
crouched	O
ragged	O
and	O
black	O
at	O
the	O
edge	O
of	O
black	O
waters	O
.	O

An	O
old	O
chimney	O
leaned	O
drunkenly	O
against	O
it	O
,	O
raging	O
with	O
fire	EVENT
and	O
smoke	EVENT
,	O
while	O
through	O
the	O
chinks	O
winked	O
red	O
gleams	O
of	O
warmth	EVENT
and	O
wild	O
cheer	EVENT
.	O

With	O
a	O
revel	O
of	O
shouting	EVENT
and	O
noise	EVENT
,	O
the	O
music	EVENT
suddenly	O
ceased	EVENT
.	O

Hoarse	O
staccato	O
cries	EVENT
and	O
peals	O
of	O
laughter	EVENT
shook	EVENT
the	O
old	O
hut	O
,	O
and	O
as	O
the	O
boy	O
stood	O
there	O
peering	EVENT
through	O
the	O
black	O
trees	O
,	O
abruptly	O
the	O
door	O
flew	EVENT
open	O
and	O
a	O
flood	O
of	O
light	O
illumined	EVENT
the	O
wood	O
.	O

Amid	O
this	O
mighty	O
halo	O
,	O
as	O
on	O
clouds	O
of	O
flame	O
,	O
a	O
girl	O
was	O
dancing	EVENT
.	O

She	O
was	O
black	O
,	O
and	O
lithe	O
,	O
and	O
tall	O
,	O
and	O
willowy	O
.	O

Her	O
garments	O
twined	EVENT
and	O
flew	EVENT
around	O
the	O
delicate	O
moulding	O
of	O
her	O
dark	O
,	O
young	O
,	O
half-naked	O
limbs	O
.	O

A	O
heavy	O
mass	O
of	O
hair	O
clung	O
motionless	O
to	O
her	O
wide	O
forehead	O
.	O

Her	O
arms	O
twirled	EVENT
and	O
flickered	EVENT
,	O
and	O
body	O
and	O
soul	O
seemed	O
quivering	O
and	O
whirring	O
in	O
the	O
poetry	O
of	O
her	O
motion	EVENT
.	O

As	O
she	O
danced	EVENT
she	O
sang	EVENT
.	O

He	O
heard	EVENT
her	O
voice	EVENT
as	O
before	O
,	O
fluttering	O
like	O
a	O
bird	O
's	O
in	O
the	O
full	O
sweetness	O
of	O
her	O
utter	O
music	O
.	O

It	O
was	O
no	O
tune	O
nor	O
melody	O
,	O
it	O
was	O
just	O
formless	O
,	O
boundless	O
music	EVENT
.	O

The	O
boy	O
forgot	EVENT
himself	O
and	O
all	O
the	O
world	O
besides	O
.	O

All	O
his	O
darkness	O
was	O
sudden	O
light	O
;	O
dazzled	EVENT
he	O
crept	EVENT
forward	O
,	O
bewildered	EVENT
,	O
fascinated	EVENT
,	O
until	O
with	O
one	O
last	O
wild	O
whirl	EVENT
the	O
elf-girl	O
paused	EVENT
.	O

The	O
crimson	O
light	O
fell	EVENT
full	O
upon	O
the	O
warm	O
and	O
velvet	O
bronze	O
of	O
her	O
face	O
--	O
her	O
midnight	O
eyes	O
were	O
aglow	O
,	O
her	O
full	O
purple	O
lips	O
apart	O
,	O
her	O
half	O
hid	O
bosom	O
panting	EVENT
,	O
and	O
all	O
the	O
music	EVENT
dead	O
.	O

Involuntarily	O
the	O
boy	O
gave	O
a	O
gasping	O
cry	EVENT
and	O
awoke	EVENT
to	O
swamp	O
and	O
night	O
and	O
fire	EVENT
,	O
while	O
a	O
white	O
face	O
,	O
drawn	O
,	O
red-eyed	O
,	O
peered	EVENT
outward	O
from	O
some	O
hidden	O
throng	O
within	O
the	O
cabin	O
.	O

"	O
Who	O
's	O
that	O
?	O
"	O
a	O
harsh	O
voice	O
cried	EVENT
.	O

"	O
Where	O
?	O
"	O

"	O
Who	O
is	O
it	O
?	O
"	O
and	O
pale	O
crowding	EVENT
faces	O
blurred	EVENT
the	O
light	O
.	O

The	O
boy	O
wheeled	EVENT
blindly	O
and	O
fled	EVENT
in	O
terror	O
stumbling	EVENT
through	O
the	O
swamp	O
,	O
hearing	EVENT
strange	O
sounds	EVENT
and	O
feeling	EVENT
stealthy	O
creeping	EVENT
hands	O
and	O
arms	O
and	O
whispering	O
voices	EVENT
.	O

On	O
he	O
toiled	EVENT
in	O
