CHAPTER	O
I	O
It	O
was	O
a	O
Sunday	O
evening	O
in	O
October	O
,	O
and	O
in	O
common	O
with	O
many	O
other	O
young	O
ladies	O
of	O
her	O
class	O
,	O
Katharine	O
Hilbery	O
was	O
pouring	EVENT
out	O
tea	O
.	O

Perhaps	O
a	O
fifth	O
part	O
of	O
her	O
mind	O
was	O
thus	O
occupied	O
,	O
and	O
the	O
remaining	O
parts	O
leapt	EVENT
over	O
the	O
little	O
barrier	O
of	O
day	O
which	O
interposed	O
between	O
Monday	O
morning	O
and	O
this	O
rather	O
subdued	O
moment	O
,	O
and	O
played	EVENT
with	O
the	O
things	O
one	O
does	O
voluntarily	O
and	O
normally	O
in	O
the	O
daylight	O
.	O

But	O
although	O
she	O
was	O
silent	O
,	O
she	O
was	O
evidently	O
mistress	O
of	O
a	O
situation	O
which	O
was	O
familiar	O
enough	O
to	O
her	O
,	O
and	O
inclined	O
to	O
let	O
it	O
take	O
its	O
way	O
for	O
the	O
six	O
hundredth	O
time	O
,	O
perhaps	O
,	O
without	O
bringing	O
into	O
play	O
any	O
of	O
her	O
unoccupied	O
faculties	O
.	O

A	O
single	O
glance	O
was	O
enough	O
to	O
show	O
that	O
Mrs.	O
Hilbery	O
was	O
so	O
rich	O
in	O
the	O
gifts	O
which	O
make	O
tea-parties	O
of	O
elderly	O
distinguished	O
people	O
successful	O
,	O
that	O
she	O
scarcely	O
needed	O
any	O
help	O
from	O
her	O
daughter	O
,	O
provided	O
that	O
the	O
tiresome	O
business	O
of	O
teacups	O
and	O
bread	O
and	O
butter	O
was	O
discharged	O
for	O
her	O
.	O

Considering	O
that	O
the	O
little	O
party	O
had	O
been	O
seated	O
round	O
the	O
tea-table	O
for	O
less	O
than	O
twenty	O
minutes	O
,	O
the	O
animation	O
observable	O
on	O
their	O
faces	O
,	O
and	O
the	O
amount	O
of	O
sound	EVENT
they	O
were	O
producing	O
collectively	O
,	O
were	O
very	O
creditable	O
to	O
the	O
hostess	O
.	O

It	O
suddenly	O
came	EVENT
into	O
Katharine	O
’s	O
mind	O
that	O
if	O
some	O
one	O
opened	O
the	O
door	O
at	O
this	O
moment	O
he	O
would	O
think	O
that	O
they	O
were	O
enjoying	O
themselves	O
;	O
he	O
would	O
think	O
,	O
“	O
What	O
an	O
extremely	O
nice	O
house	O
to	O
come	O
into	O
!	O
”	O

and	O
instinctively	O
she	O
laughed	EVENT
,	O
and	O
said	EVENT
something	O
to	O
increase	EVENT
the	O
noise	EVENT
,	O
for	O
the	O
credit	O
of	O
the	O
house	O
presumably	O
,	O
since	O
she	O
herself	O
had	O
not	O
been	O
feeling	O
exhilarated	O
.	O

At	O
the	O
very	O
same	O
moment	O
,	O
rather	O
to	O
her	O
amusement	EVENT
,	O
the	O
door	O
was	O
flung	EVENT
open	O
,	O
and	O
a	O
young	O
man	O
entered	EVENT
the	O
room	O
.	O

Katharine	O
,	O
as	O
she	O
shook	EVENT
hands	O
with	O
him	O
,	O
asked	EVENT
him	O
,	O
in	O
her	O
own	O
mind	O
,	O
“	O
Now	O
,	O
do	O
you	O
think	O
we	O
’re	O
enjoying	O
ourselves	O
enormously	O
?	O
”	O

...	O
“	O
Mr.	O
Denham	O
,	O
mother	O
,	O
”	O
she	O
said	EVENT
aloud	O
,	O
for	O
she	O
saw	EVENT
that	O
her	O
mother	O
had	O
forgotten	O
his	O
name	O
.	O

That	O
fact	O
was	O
perceptible	O
to	O
Mr.	O
Denham	O
also	O
,	O
and	O
increased	EVENT
the	O
awkwardness	EVENT
which	O
inevitably	O
attends	O
the	O
entrance	O
of	O
a	O
stranger	O
