Chapter	O
1	O
Once	O
upon	O
a	O
time	O
and	O
a	O
very	O
good	O
time	O
it	O
was	O
there	O
was	O
a	O
moocow	O
coming	EVENT
down	O
along	O
the	O
road	O
and	O
this	O
moocow	O
that	O
was	O
coming	EVENT
down	O
along	O
the	O
road	O
met	EVENT
a	O
nicens	O
little	O
boy	O
named	O
baby	O
tuckoo	O
...	O
His	O
father	O
told	EVENT
him	O
that	O
story	O
:	O
his	O
father	O
looked	EVENT
at	O
him	O
through	O
a	O
glass	O
:	O
he	O
had	O
a	O
hairy	O
face	O
.	O

He	O
was	O
baby	O
tuckoo	O
.	O

The	O
moocow	O
came	EVENT
down	O
the	O
road	O
where	O
Betty	O
Byrne	O
lived	O
:	O
she	O
sold	O
lemon	O
platt	O
.	O

O	O
,	O
the	O
wild	O
rose	O
blossoms	O
On	O
the	O
little	O
green	O
place	O
.	O

He	O
sang	EVENT
that	O
song	O
.	O

That	O
was	O
his	O
song	O
.	O

O	O
,	O
the	O
green	O
wothe	O
botheth	O
.	O

When	O
you	O
wet	O
the	O
bed	O
first	O
it	O
is	O
warm	O
then	O
it	O
gets	O
cold	O
.	O

His	O
mother	O
put	EVENT
on	O
the	O
oilsheet	O
.	O

That	O
had	O
the	O
queer	O
smell	O
.	O

His	O
mother	O
had	O
a	O
nicer	O
smell	O
than	O
his	O
father	O
.	O

She	O
played	EVENT
on	O
the	O
piano	O
the	O
sailor	O
's	O
hornpipe	O
for	O
him	O
to	O
dance	O
.	O

He	O
danced	EVENT
:	O
Tralala	O
lala	O
,	O
Tralala	O
tralaladdy	O
,	O
Tralala	O
lala	O
,	O
Tralala	O
lala	O
.	O

Uncle	O
Charles	O
and	O
Dante	O
clapped	EVENT
.	O

They	O
were	O
older	O
than	O
his	O
father	O
and	O
mother	O
but	O
uncle	O
Charles	O
was	O
older	O
than	O
Dante	O
.	O

Dante	O
had	O
two	O
brushes	O
in	O
her	O
press	O
.	O

The	O
brush	O
with	O
the	O
maroon	O
velvet	O
back	O
was	O
for	O
Michael	O
Davitt	O
and	O
the	O
brush	O
with	O
the	O
green	O
velvet	O
back	O
was	O
for	O
Parnell	O
.	O

Dante	O
gave	O
him	O
a	O
cachou	O
every	O
time	O
he	O
brought	O
her	O
a	O
piece	O
of	O
tissue	O
paper	O
.	O

The	O
Vances	O
lived	O
in	O
number	O
seven	O
.	O

They	O
had	O
a	O
different	O
father	O
and	O
mother	O
.	O

They	O
were	O
Eileen	O
's	O
father	O
and	O
mother	O
.	O

When	O
they	O
were	O
grown	O
up	O
he	O
was	O
going	O
to	O
marry	O
Eileen	O
.	O

He	O
hid	EVENT
under	O
the	O
table	O
.	O

His	O
mother	O
said	EVENT
:	O
--	O
O	O
,	O
Stephen	O
will	O
apologize	O
.	O

Dante	O
said	EVENT
:	O
--	O
O	O
,	O
if	O
not	O
,	O
the	O
eagles	O
will	O
come	O
and	O
pull	O
out	O
his	O
eyes	O
.	O

--	O
Pull	O
out	O
his	O
eyes	O
,	O
Apologize	O
,	O
Apologize	O
,	O
Pull	O
out	O
his	O
eyes	O
.	O

Apologize	O
,	O
Pull	O
out	O
his	O
eyes	O
,	O
Pull	O
out	O
his	O
eyes	O
,	O
Apologize	O
.	O

*	O
*	O
*	O
*	O
*	O
The	O
wide	O
playgrounds	O
were	O
swarming	EVENT
with	O
boys	O
.	O

All	O
were	O
shouting	EVENT
and	O
the	O
prefects	O
urged	EVENT
them	O
on	O
with	O
strong	O
cries	EVENT
.	O

The	O
evening	O
air	O
was	O
pale	O
and	O
chilly	O
and	O
after	O
every	O
charge	EVENT
and	O
thud	EVENT
of	O
the	O
footballers	O
the	O
greasy	O
leather	O
orb	O
flew	EVENT
like	O
a	O
heavy	O
bird	O
through	O
the	O
grey	O
light	O
.	O

He	O
kept	EVENT
on	O
the	O
fringe	O
of	O
his	O
line	O
,	O
out	O
of	O
sight	O
of	O
his	O
prefect	O
,	O
out	O
of	O
the	O
reach	O
of	O
the	O
rude	O
feet	O
,	O
feigning	EVENT
to	O
run	O
now	O
and	O
then	O
.	O

He	O
felt	O
his	O
body	O
small	O
and	O
weak	O
amid	O
the	O
throng	O
of	O
the	O
players	O
and	O
his	O
eyes	O
were	O
weak	O
and	O
watery	O
.	O

Rody	O
Kickham	O
was	O
not	O
like	O
that	O
:	O
he	O
would	O
be	O
captain	O
of	O
the	O
third	O
line	O
all	O
the	O
