PROLOGUE	O
I	O
A	O
FACE	O
haunted	O
Cameron	O
--	O
a	O
woman	O
's	O
face	O
.	O

It	O
was	O
there	O
in	O
the	O
white	O
heart	O
of	O
the	O
dying	EVENT
campfire	EVENT
;	O
it	O
hung	O
in	O
the	O
shadows	O
that	O
hovered	EVENT
over	O
the	O
flickering	EVENT
light	O
;	O
it	O
drifted	EVENT
in	O
the	O
darkness	O
beyond	O
.	O

This	O
hour	O
,	O
when	O
the	O
day	O
had	O
closed	O
and	O
the	O
lonely	O
desert	O
night	O
set	O
in	O
with	O
its	O
dead	O
silence	O
,	O
was	O
one	O
in	O
which	O
Cameron	O
's	O
mind	O
was	O
thronged	O
with	O
memories	O
of	O
a	O
time	O
long	O
past	O
--	O
of	O
a	O
home	O
back	O
in	O
Peoria	O
,	O
of	O
a	O
woman	O
he	O
had	O
wronged	O
and	O
lost	O
,	O
and	O
loved	O
too	O
late	O
.	O

He	O
was	O
a	O
prospector	O
for	O
gold	O
,	O
a	O
hunter	O
of	O
solitude	O
,	O
a	O
lover	O
of	O
the	O
drear	O
,	O
rock-ribbed	O
infinitude	O
,	O
because	O
he	O
wanted	O
to	O
be	O
alone	O
to	O
remember	O
.	O

A	O
sound	EVENT
disturbed	EVENT
Cameron	O
's	O
reflections	EVENT
.	O

He	O
bent	EVENT
his	O
head	O
listening	EVENT
.	O

A	O
soft	O
wind	EVENT
fanned	EVENT
the	O
paling	EVENT
embers	O
,	O
blew	EVENT
sparks	EVENT
and	O
white	O
ashes	O
and	O
thin	O
smoke	EVENT
away	O
into	O
the	O
enshrouding	O
circle	O
of	O
blackness	O
.	O

His	O
burro	O
did	O
not	O
appear	O
to	O
be	O
moving	O
about	O
.	O

The	O
quiet	O
split	EVENT
to	O
the	O
cry	EVENT
of	O
a	O
coyote	O
.	O

It	O
rose	EVENT
strange	O
,	O
wild	O
,	O
mournful	O
--	O
not	O
the	O
howl	O
of	O
a	O
prowling	O
upland	O
beast	O
baying	O
the	O
campfire	O
or	O
barking	O
at	O
a	O
lonely	O
prospector	O
,	O
but	O
the	O
wail	O
of	O
a	O
wolf	O
,	O
full-voiced	O
,	O
crying	O
out	O
the	O
meaning	O
of	O
the	O
desert	O
and	O
the	O
night	O
.	O

Hunger	O
throbbed	O
in	O
it	O
--	O
hunger	O
for	O
a	O
mate	O
,	O
for	O
offspring	O
,	O
for	O
life	O
.	O

When	O
it	O
ceased	EVENT
,	O
the	O
terrible	O
desert	O
silence	O
smote	O
Cameron	O
,	O
and	O
the	O
cry	EVENT
echoed	EVENT
in	O
his	O
soul	O
.	O

He	O
and	O
that	O
wandering	O
wolf	O
were	O
brothers	O
.	O

Then	O
a	O
sharp	O
clink	EVENT
of	O
metal	O
on	O
stone	O
and	O
soft	O
pads	EVENT
of	O
hoofs	O
in	O
sand	O
prompted	O
Cameron	O
to	O
reach	EVENT
for	O
his	O
gun	O
,	O
and	O
to	O
move	EVENT
out	O
of	O
the	O
light	O
of	O
the	O
waning	EVENT
campfire	EVENT
.	O

He	O
was	O
somewhere	O
along	O
the	O
wild	O
border	O
line	O
between	O
Sonora	O
and	O
Arizona	O
;	O
and	O
the	O
prospector	O
who	O
dared	O
the	O
heat	O
and	O
barrenness	O
of	O
that	O
region	O
risked	O
other	O
dangers	O
sometimes	O
as	O
menacing	O
.	O

Figures	O
darker	O
than	O
the	O
gloom	O
approached	EVENT
and	O
took	EVENT
shape	O
,	O
and	O
in	O
the	O
light	O
turned	O
out	O
to	O
be	O
those	O
of	O
a	O
white	O
man	O
and	O
a	O
heavily	O
packed	O
burro	O
.	O

"	O
Hello	O
there	O
,	O
"	O
the	O
man	O
called	EVENT
,	O
as	O
he	O
came	O
to	O
a	O
halt	EVENT
and	O
gazed	EVENT
about	O
him	O
.	O

"	O
I	O
saw	EVENT
your	O
fire	EVENT
.	O

May	O
I	O
make	O
camp	O
here	O
?	O
"	O

Cameron	O
came	EVENT
forth	O
out	O
of	O
the	O
shadow	O
and	O
greeted	EVENT
his	O
visitor	O
,	O
whom	O
he	O
took	EVENT
for	O
a	O
prospector	O
like	O
himself	O
.	O

Cameron	O
resented	EVENT
the	O
breaking	EVENT
of	O
his	O
lonely	O
campfire	O
vigil	EVENT
,	O
but	O
he	O
respected	O
the	O
law	O
of	O
the	O
desert	O
.	O

The	O
stranger	O
thanked	EVENT
him	O
,	O
and	O
then	O
slipped	EVENT
the	O
pack	O
from	O
his	O
burro	O
.	O

Then	O
he	O
rolled	EVENT
out	O
his	O
pack	O
and	O
began	O
preparations	EVENT
for	O
a	O
meal	O
.	O

His	O
movements	EVENT
were	O
slow	O
and	O
methodical	O
.	O

Cameron	O
watched	EVENT
him	O
,	O
still	O
with	O
resentment	O
