Chapter	O
I	O
My	O
father	O
's	O
family	O
name	O
being	O
Pirrip	O
,	O
and	O
my	O
Christian	O
name	O
Philip	O
,	O
my	O
infant	O
tongue	O
could	O
make	O
of	O
both	O
names	O
nothing	O
longer	O
or	O
more	O
explicit	O
than	O
Pip	O
.	O

So	O
,	O
I	O
called	O
myself	O
Pip	O
,	O
and	O
came	O
to	O
be	O
called	O
Pip	O
.	O

I	O
give	O
Pirrip	O
as	O
my	O
father	O
's	O
family	O
name	O
,	O
on	O
the	O
authority	O
of	O
his	O
tombstone	O
and	O
my	O
sister	O
,	O
--	O
Mrs.	O
Joe	O
Gargery	O
,	O
who	O
married	EVENT
the	O
blacksmith	O
.	O

As	O
I	O
never	O
saw	O
my	O
father	O
or	O
my	O
mother	O
,	O
and	O
never	O
saw	O
any	O
likeness	O
of	O
either	O
of	O
them	O
(	O
for	O
their	O
days	O
were	O
long	O
before	O
the	O
days	O
of	O
photographs	O
)	O
,	O
my	O
first	O
fancies	O
regarding	O
what	O
they	O
were	O
like	O
were	O
unreasonably	O
derived	O
from	O
their	O
tombstones	O
.	O

The	O
shape	O
of	O
the	O
letters	O
on	O
my	O
father	O
's	O
,	O
gave	O
me	O
an	O
odd	O
idea	O
that	O
he	O
was	O
a	O
square	O
,	O
stout	O
,	O
dark	O
man	O
,	O
with	O
curly	O
black	O
hair	O
.	O

From	O
the	O
character	O
and	O
turn	O
of	O
the	O
inscription	O
,	O
“	O
Also	O
Georgiana	O
Wife	O
of	O
the	O
Above	O
,	O
”	O
I	O
drew	O
a	O
childish	O
conclusion	O
that	O
my	O
mother	O
was	O
freckled	O
and	O
sickly	O
.	O

To	O
five	O
little	O
stone	O
lozenges	O
,	O
each	O
about	O
a	O
foot	O
and	O
a	O
half	O
long	O
,	O
which	O
were	O
arranged	O
in	O
a	O
neat	O
row	O
beside	O
their	O
grave	O
,	O
and	O
were	O
sacred	O
to	O
the	O
memory	O
of	O
five	O
little	O
brothers	O
of	O
mine	O
,	O
--	O
who	O
gave	O
up	O
trying	O
to	O
get	O
a	O
living	O
,	O
exceedingly	O
early	O
in	O
that	O
universal	O
struggle	O
,	O
--	O
I	O
am	O
indebted	O
for	O
a	O
belief	O
I	O
religiously	O
entertained	O
that	O
they	O
had	O
all	O
been	O
born	O
on	O
their	O
backs	O
with	O
their	O
hands	O
in	O
their	O
trousers-pockets	O
,	O
and	O
had	O
never	O
taken	O
them	O
out	O
in	O
this	O
state	O
of	O
existence	O
.	O

Ours	O
was	O
the	O
marsh	O
country	O
,	O
down	O
by	O
the	O
river	O
,	O
within	O
,	O
as	O
the	O
river	O
wound	O
,	O
twenty	O
miles	O
of	O
the	O
sea	O
.	O

My	O
first	O
most	O
vivid	O
and	O
broad	O
impression	EVENT
of	O
the	O
identity	O
of	O
things	O
seems	O
to	O
me	O
to	O
have	O
been	O
gained	EVENT
on	O
a	O
memorable	O
raw	O
afternoon	O
towards	O
evening	O
.	O

At	O
such	O
a	O
time	O
I	O
found	EVENT
out	O
for	O
certain	O
that	O
this	O
bleak	O
place	O
overgrown	O
with	O
nettles	O
was	O
the	O
churchyard	O
;	O
and	O
that	O
Philip	O
Pirrip	O
,	O
late	O
of	O
this	O
parish	O
,	O
and	O
also	O
Georgiana	O
wife	O
of	O
the	O
above	O
,	O
were	O
dead	O
and	O
buried	O
;	O
and	O
that	O
Alexander	O
,	O
Bartholomew	O
,	O
Abraham	O
,	O
Tobias	O
,	O
and	O
Roger	O
,	O
infant	O
children	O
of	O
the	O
aforesaid	O
,	O
were	O
also	O
dead	O
and	O
buried	O
;	O
and	O
that	O
