Chapter	O
1	O
It	O
is	O
a	O
truth	O
universally	O
acknowledged	O
,	O
that	O
a	O
single	O
man	O
in	O
possession	O
of	O
a	O
good	O
fortune	O
,	O
must	O
be	O
in	O
want	O
of	O
a	O
wife	O
.	O

However	O
little	O
known	O
the	O
feelings	O
or	O
views	O
of	O
such	O
a	O
man	O
may	O
be	O
on	O
his	O
first	O
entering	O
a	O
neighbourhood	O
,	O
this	O
truth	O
is	O
so	O
well	O
fixed	O
in	O
the	O
minds	O
of	O
the	O
surrounding	O
families	O
,	O
that	O
he	O
is	O
considered	O
the	O
rightful	O
property	O
of	O
some	O
one	O
or	O
other	O
of	O
their	O
daughters	O
.	O

“	O
My	O
dear	O
Mr.	O
Bennet	O
,	O
”	O
said	EVENT
his	O
lady	O
to	O
him	O
one	O
day	O
,	O
“	O
have	O
you	O
heard	O
that	O
Netherfield	O
Park	O
is	O
let	EVENT
at	O
last	O
?	O
”	O

Mr.	O
Bennet	O
replied	EVENT
that	O
he	O
had	O
not	O
.	O

“	O
But	O
it	O
is	O
,	O
”	O
returned	EVENT
she	O
;	O
“	O
for	O
Mrs.	O
Long	O
has	O
just	O
been	EVENT
here	O
,	O
and	O
she	O
told	EVENT
me	O
all	O
about	O
it	O
.	O
”	O

Mr.	O
Bennet	O
made	O
no	O
answer	O
.	O

“	O
Do	O
you	O
not	O
want	O
to	O
know	O
who	O
has	O
taken	O
it	O
?	O
”	O

cried	EVENT
his	O
wife	O
impatiently	O
.	O

“	O
_	O
You	O
_	O
want	O
to	O
tell	O
me	O
,	O
and	O
I	O
have	O
no	O
objection	O
to	O
hearing	O
it	O
.	O
”	O

This	O
was	O
invitation	EVENT
enough	O
.	O

“	O
Why	O
,	O
my	O
dear	O
,	O
you	O
must	O
know	O
,	O
Mrs.	O
Long	O
says	EVENT
that	O
Netherfield	O
is	O
taken	EVENT
by	O
a	O
young	O
man	O
of	O
large	O
fortune	O
from	O
the	O
north	O
of	O
England	O
;	O
that	O
he	O
came	EVENT
down	O
on	O
Monday	O
in	O
a	O
chaise	O
and	O
four	O
to	O
see	O
the	O
place	O
,	O
and	O
was	O
so	O
much	O
delighted	O
with	O
it	O
,	O
that	O
he	O
agreed	EVENT
with	O
Mr.	O
Morris	O
immediately	O
;	O
that	O
he	O
is	O
to	O
take	O
possession	O
before	O
Michaelmas	O
,	O
and	O
some	O
of	O
his	O
servants	O
are	O
to	O
be	O
in	O
the	O
house	O
by	O
the	O
end	O
of	O
next	O
week	O
.	O
”	O

“	O
What	O
is	O
his	O
name	O
?	O
”	O

“	O
Bingley	O
.	O
”	O

“	O
Is	O
he	O
married	O
or	O
single	O
?	O
”	O

“	O
Oh	O
!	O

Single	O
,	O
my	O
dear	O
,	O
to	O
be	O
sure	O
!	O

A	O
single	O
man	O
of	O
large	O
fortune	O
;	O
four	O
or	O
five	O
thousand	O
a	O
year	O
.	O

What	O
a	O
fine	O
thing	O
for	O
our	O
girls	O
!	O
”	O

“	O
How	O
so	O
?	O

How	O
can	O
it	O
affect	O
them	O
?	O
”	O

“	O
My	O
dear	O
Mr.	O
Bennet	O
,	O
”	O
replied	EVENT
his	O
wife	O
,	O
“	O
how	O
can	O
you	O
be	O
so	O
tiresome	O
!	O

You	O
must	O
know	O
that	O
I	O
am	O
thinking	O
of	O
his	O
marrying	O
one	O
of	O
them	O
.	O
”	O

“	O
Is	O
that	O
his	O
design	O
in	O
settling	O
here	O
?	O
”	O

“	O
Design	O
!	O

Nonsense	O
,	O
how	O
can	O
you	O
talk	O
so	O
!	O

But	O
it	O
is	O
very	O
likely	O
that	O
he	O
_	O
may	O
_	O
fall	O
in	O
love	O
with	O
one	O
of	O
them	O
,	O
and	O
therefore	O
you	O
must	O
visit	O
him	O
as	O
soon	O
as	O
he	O
comes	O
.	O
”	O

“	O
I	O
see	O
no	O
occasion	O
for	O
that	O
.	O

You	O
and	O
the	O
girls	O
may	O
go	O
,	O
or	O
you	O
may	O
send	O
them	O
by	O
themselves	O
,	O
which	O
perhaps	O
will	O
be	O
still	O
better	O
,	O
for	O
as	O
you	O
are	O
as	O
handsome	O
as	O
any	O
of	O
them	O
,	O
Mr.	O
Bingley	O
may	O
like	O
you	O
the	O
best	O
of	O
the	O
party	O
.	O
”	O

“	O
My	O
dear	O
,	O
you	O
flatter	EVENT
me	O
.	O

I	O
certainly	O
_	O
have	O
_	O
had	O
my	O
