CHAPTER	O
I	O
I	O
MEET	O
SIR	O
HENRY	O
CURTIS	O
It	O
is	O
a	O
curious	O
thing	O
that	O
at	O
my	O
age	O
--	O
fifty-five	O
last	O
birthday	O
--	O
I	O
should	O
find	O
myself	O
taking	EVENT
up	O
a	O
pen	O
to	O
try	O
to	O
write	O
a	O
history	O
.	O

I	O
wonder	EVENT
what	O
sort	O
of	O
a	O
history	O
it	O
will	O
be	O
when	O
I	O
have	O
finished	O
it	O
,	O
if	O
ever	O
I	O
come	O
to	O
the	O
end	O
of	O
the	O
trip	O
!	O

I	O
have	O
done	O
a	O
good	O
many	O
things	O
in	O
my	O
life	O
,	O
which	O
seems	O
a	O
long	O
one	O
to	O
me	O
,	O
owing	O
to	O
my	O
having	O
begun	O
work	O
so	O
young	O
,	O
perhaps	O
.	O

At	O
an	O
age	O
when	O
other	O
boys	O
are	O
at	O
school	O
I	O
was	O
earning	O
my	O
living	O
as	O
a	O
trader	O
in	O
the	O
old	O
Colony	O
.	O

I	O
have	O
been	O
trading	O
,	O
hunting	O
,	O
fighting	O
,	O
or	O
mining	O
ever	O
since	O
.	O

And	O
yet	O
it	O
is	O
only	O
eight	O
months	O
ago	O
that	O
I	O
made	EVENT
my	O
pile	O
.	O

It	O
is	O
a	O
big	O
pile	O
now	O
that	O
I	O
have	O
got	O
it	O
--	O
I	O
do	O
n't	O
yet	O
know	O
how	O
big	O
--	O
but	O
I	O
do	O
not	O
think	O
I	O
would	O
go	O
through	O
the	O
last	O
fifteen	O
or	O
sixteen	O
months	O
again	O
for	O
it	O
;	O
no	O
,	O
not	O
if	O
I	O
knew	O
that	O
I	O
should	O
come	O
out	O
safe	O
at	O
the	O
end	O
,	O
pile	O
and	O
all	O
.	O

But	O
then	O
I	O
am	O
a	O
timid	O
man	O
,	O
and	O
dislike	O
violence	O
;	O
moreover	O
,	O
I	O
am	O
almost	O
sick	O
of	O
adventure	O
.	O

I	O
wonder	EVENT
why	O
I	O
am	O
going	O
to	O
write	O
this	O
book	O
:	O
it	O
is	O
not	O
in	O
my	O
line	O
.	O

I	O
am	O
not	O
a	O
literary	O
man	O
,	O
though	O
very	O
devoted	O
to	O
the	O
Old	O
Testament	O
and	O
also	O
to	O
the	O
"	O
Ingoldsby	O
Legends	O
.	O
"	O

Let	O
me	O
try	O
to	O
set	O
down	O
my	O
reasons	O
,	O
just	O
to	O
see	O
if	O
I	O
have	O
any	O
.	O

First	O
reason	O
:	O
Because	O
Sir	O
Henry	O
Curtis	O
and	O
Captain	O
John	O
Good	O
asked	EVENT
me	O
.	O

Second	O
reason	O
:	O
Because	O
I	O
am	O
laid	O
up	O
here	O
at	O
Durban	O
with	O
the	O
pain	O
in	O
my	O
left	O
leg	O
.	O

Ever	O
since	O
that	O
confounded	O
lion	O
got	O
hold	EVENT
of	O
me	O
I	O
have	O
been	O
liable	O
to	O
this	O
trouble	O
,	O
and	O
being	O
rather	O
bad	O
just	O
now	O
,	O
it	O
makes	O
me	O
limp	O
more	O
than	O
ever	O
.	O

There	O
must	O
be	O
some	O
poison	O
in	O
a	O
lion	O
's	O
teeth	O
,	O
otherwise	O
how	O
is	O
it	O
that	O
when	O
your	O
wounds	O
are	O
healed	O
they	O
break	O
out	O
again	O
,	O
generally	O
,	O
mark	O
you	O
,	O
at	O
the	O
same	O
time	O
of	O
year	O
that	O
you	O
got	O
your	O
mauling	EVENT
?	O

It	O
is	O
a	O
hard	O
thing	O
when	O
one	O
has	O
shot	O
sixty-five	O
lions	O
or	O
more	O
,	O
as	O
I	O
have	O
in	O
the	O
course	O
of	O
my	O
