CHAPTER	O
1	O
“	O
Mine	O
ear	O
is	O
open	O
,	O
and	O
my	O
heart	O
prepared	O
:	O
The	O
worst	O
is	O
wordly	O
loss	O
thou	O
canst	O
unfold	O
:	O
--	O
Say	O
,	O
is	O
my	O
kingdom	O
lost	O
?	O
”	O

--	O
Shakespeare	O
It	O
was	O
a	O
feature	O
peculiar	O
to	O
the	O
colonial	O
wars	O
of	O
North	O
America	O
,	O
that	O
the	O
toils	O
and	O
dangers	O
of	O
the	O
wilderness	O
were	O
to	O
be	O
encountered	O
before	O
the	O
adverse	O
hosts	O
could	O
meet	O
.	O

A	O
wide	O
and	O
apparently	O
an	O
impervious	O
boundary	O
of	O
forests	O
severed	O
the	O
possessions	O
of	O
the	O
hostile	O
provinces	O
of	O
France	O
and	O
England	O
.	O

The	O
hardy	O
colonist	O
,	O
and	O
the	O
trained	O
European	O
who	O
fought	O
at	O
his	O
side	O
,	O
frequently	O
expended	O
months	O
in	O
struggling	O
against	O
the	O
rapids	O
of	O
the	O
streams	O
,	O
or	O
in	O
effecting	O
the	O
rugged	O
passes	O
of	O
the	O
mountains	O
,	O
in	O
quest	O
of	O
an	O
opportunity	O
to	O
exhibit	O
their	O
courage	O
in	O
a	O
more	O
martial	O
conflict	O
.	O

But	O
,	O
emulating	O
the	O
patience	O
and	O
self-denial	O
of	O
the	O
practiced	O
native	O
warriors	O
,	O
they	O
learned	O
to	O
overcome	O
every	O
difficulty	O
;	O
and	O
it	O
would	O
seem	O
that	O
,	O
in	O
time	O
,	O
there	O
was	O
no	O
recess	O
of	O
the	O
woods	O
so	O
dark	O
,	O
nor	O
any	O
secret	O
place	O
so	O
lovely	O
,	O
that	O
it	O
might	O
claim	O
exemption	O
from	O
the	O
inroads	O
of	O
those	O
who	O
had	O
pledged	O
their	O
blood	O
to	O
satiate	O
their	O
vengeance	O
,	O
or	O
to	O
uphold	O
the	O
cold	O
and	O
selfish	O
policy	O
of	O
the	O
distant	O
monarchs	O
of	O
Europe	O
.	O

Perhaps	O
no	O
district	O
throughout	O
the	O
wide	O
extent	O
of	O
the	O
intermediate	O
frontiers	O
can	O
furnish	O
a	O
livelier	O
picture	O
of	O
the	O
cruelty	O
and	O
fierceness	O
of	O
the	O
savage	O
warfare	O
of	O
those	O
periods	O
than	O
the	O
country	O
which	O
lies	O
between	O
the	O
head	O
waters	O
of	O
the	O
Hudson	O
and	O
the	O
adjacent	O
lakes	O
.	O

The	O
facilities	O
which	O
nature	O
had	O
there	O
offered	O
to	O
the	O
march	O
of	O
the	O
combatants	O
were	O
too	O
obvious	O
to	O
be	O
neglected	O
.	O

The	O
lengthened	O
sheet	O
of	O
the	O
Champlain	O
stretched	O
from	O
the	O
frontiers	O
of	O
Canada	O
,	O
deep	O
within	O
the	O
borders	O
of	O
the	O
neighboring	O
province	O
of	O
New	O
York	O
,	O
forming	O
a	O
natural	O
passage	O
across	O
half	O
the	O
distance	O
that	O
the	O
French	O
were	O
compelled	O
to	O
master	O
in	O
order	O
to	O
strike	O
their	O
enemies	O
.	O

Near	O
its	O
southern	O
termination	O
,	O
it	O
received	O
the	O
contributions	O
of	O
another	O
lake	O
,	O
whose	O
waters	O
were	O
so	O
limpid	O
as	O
to	O
have	O
been	O
exclusively	O
selected	O
by	O
the	O
Jesuit	O
missionaries	O
to	O
perform	O
the	O
typical	O
purification	O
of	O
baptism	O
,	O
and	O
to	O
obtain	O
for	O
it	O
the	O
title	O
of	O
lake	O
“	O
du	O
Saint	O
Sacrement	O
.	O
”	O

The	O
less	O
zealous	O
English	O
thought	O
they	O
conferred	O
a	O
sufficient	O
honor	O
on	O
its	O
unsullied	O
fountains	O
,	O
when	O
they	O
bestowed	O
the	O
name	O
of	O
their	O
reigning	O
prince	O
,	O
the	O
second	O
of	O
the	O
house	O
of	O
Hanover	O
.	O

The	O
two	O
united	O
to	O
rob	O
the	O
untutored	O
possessors	O
of	O
its	O
wooded	O
scenery	O
of	O
their	O
native	O
right	O
to	O
perpetuate	O
its	O
original	O
appellation	O
of	O
“	O
Horican	O
.	O
”	O

*	O
*	O
As	O
each	O
nation	O
of	O
the	O
Indians	O
had	O
its	O
language	O
or	O
its	O
dialect	O
,	O
they	O
usually	O
gave	O
different	O
names	O
to	O
the	O
same	O
places	O
,	O
though	O
nearly	O
all	O
of	O
their	O
appellations	O
were	O
descriptive	O
of	O
the	O
object	O
.	O

Thus	O
a	O
literal	O
