PART	O
I	O
At	O
the	O
little	O
town	O
of	O
Vevey	O
,	O
in	O
Switzerland	O
,	O
there	O
is	O
a	O
particularly	O
comfortable	O
hotel	O
.	O

There	O
are	O
,	O
indeed	O
,	O
many	O
hotels	O
,	O
for	O
the	O
entertainment	O
of	O
tourists	O
is	O
the	O
business	O
of	O
the	O
place	O
,	O
which	O
,	O
as	O
many	O
travelers	O
will	O
remember	O
,	O
is	O
seated	O
upon	O
the	O
edge	O
of	O
a	O
remarkably	O
blue	O
lake	O
--	O
a	O
lake	O
that	O
it	O
behooves	O
every	O
tourist	O
to	O
visit	O
.	O

The	O
shore	O
of	O
the	O
lake	O
presents	O
an	O
unbroken	O
array	O
of	O
establishments	O
of	O
this	O
order	O
,	O
of	O
every	O
category	O
,	O
from	O
the	O
“	O
grand	O
hotel	O
”	O
of	O
the	O
newest	O
fashion	O
,	O
with	O
a	O
chalk-white	O
front	O
,	O
a	O
hundred	O
balconies	O
,	O
and	O
a	O
dozen	O
flags	O
flying	O
from	O
its	O
roof	O
,	O
to	O
the	O
little	O
Swiss	O
pension	O
of	O
an	O
elder	O
day	O
,	O
with	O
its	O
name	O
inscribed	O
in	O
German-looking	O
lettering	O
upon	O
a	O
pink	O
or	O
yellow	O
wall	O
and	O
an	O
awkward	O
summerhouse	O
in	O
the	O
angle	O
of	O
the	O
garden	O
.	O

One	O
of	O
the	O
hotels	O
at	O
Vevey	O
,	O
however	O
,	O
is	O
famous	O
,	O
even	O
classical	O
,	O
being	O
distinguished	O
from	O
many	O
of	O
its	O
upstart	O
neighbors	O
by	O
an	O
air	O
both	O
of	O
luxury	O
and	O
of	O
maturity	O
.	O

In	O
this	O
region	O
,	O
in	O
the	O
month	O
of	O
June	O
,	O
American	O
travelers	O
are	O
extremely	O
numerous	O
;	O
it	O
may	O
be	O
said	O
,	O
indeed	O
,	O
that	O
Vevey	O
assumes	O
at	O
this	O
period	O
some	O
of	O
the	O
characteristics	O
of	O
an	O
American	O
watering	O
place	O
.	O

There	O
are	O
sights	O
and	O
sounds	O
which	O
evoke	O
a	O
vision	O
,	O
an	O
echo	O
,	O
of	O
Newport	O
and	O
Saratoga	O
.	O

There	O
is	O
a	O
flitting	O
hither	O
and	O
thither	O
of	O
“	O
stylish	O
”	O
young	O
girls	O
,	O
a	O
rustling	O
of	O
muslin	O
flounces	O
,	O
a	O
rattle	O
of	O
dance	O
music	O
in	O
the	O
morning	O
hours	O
,	O
a	O
sound	O
of	O
high-pitched	O
voices	O
at	O
all	O
times	O
.	O

You	O
receive	O
an	O
impression	O
of	O
these	O
things	O
at	O
the	O
excellent	O
inn	O
of	O
the	O
“	O
Trois	O
Couronnes	O
”	O
and	O
are	O
transported	O
in	O
fancy	O
to	O
the	O
Ocean	O
House	O
or	O
to	O
Congress	O
Hall	O
.	O

But	O
at	O
the	O
“	O
Trois	O
Couronnes	O
,	O
”	O
it	O
must	O
be	O
added	O
,	O
there	O
are	O
other	O
features	O
that	O
are	O
much	O
at	O
variance	O
with	O
these	O
suggestions	O
:	O
neat	O
German	O
waiters	O
,	O
who	O
look	O
like	O
secretaries	O
of	O
legation	O
;	O
Russian	O
princesses	O
sitting	O
in	O
the	O
garden	O
;	O
little	O
Polish	O
boys	O
walking	O
about	O
held	O
by	O
the	O
hand	O
,	O
with	O
their	O
governors	O
;	O
a	O
view	O
of	O
the	O
sunny	O
crest	O
of	O
the	O
Dent	O
du	O
Midi	O
and	O
the	O
picturesque	O
towers	O
of	O
the	O
Castle	O
of	O
Chillon	O
.	O

I	O
hardly	O
know	O
whether	O
it	O
was	O
the	O
analogies	O
or	O
the	O
differences	O
that	O
were	O
uppermost	O
in	O
the	O
mind	O
of	O
a	O
young	O
American	O
,	O
who	O
,	O
two	O
or	O
three	O
years	O
ago	O
,	O
sat	O
in	O
the	O
garden	O
of	O
the	O
“	O
Trois	O
Couronnes	O
,	O
”	O
looking	EVENT
about	O
him	O
,	O
rather	O
idly	O
,	O
at	O
some	O
of	O
the	O
graceful	O
objects	O
I	O
have	O
mentioned	EVENT
.	O

It	O
was	O
a	O
beautiful	O
summer	O
morning	O
,	O
and	O
in	O
whatever	O
fashion	O
the	O
young	O
American	O
looked	EVENT
at	O
things	O
,	O
they	O
must	O
have	O
seemed	O
to	O
him	O
charming	O
.	O

He	O
had	O
come	EVENT
from	O
Geneva	O
the	O
day	O
before	O
by	O
the	O
little	O
steamer	O
,	O
to	O
see	O
his	O
aunt	O
,	O
who	O
was	O
staying	O
at	O
the	O
hotel	O
--	O
Geneva	O
having	O
been	O
for	O
a	O
long	O
time	O
his	O
place	O
of	O
residence	O
.	O

But	O
his	O
aunt	O
had	O
a	O
headache	O
--	O
his	O
aunt	O
had	O
almost	O
always	O
a	O
headache	O
--	O
and	O
now	O
she	O
was	O
shut	O
up	O
in	O
her	O
room	O
,	O
smelling	EVENT
camphor	O
,	O
so	O
that	O
he	O
was	O
at	O
liberty	O
to	O
wander	O
about	O
.	O

He	O
was	O
some	O
seven-and-twenty	O
years	O
of	O
age	O
;	O
when	O
his	O
friends	O
spoke	O
of	O
him	O
,	O
they	O
usually	O
said	O
that	O
he	O
was	O
at	O
Geneva	O
“	O
studying	O
.	O
”	O

When	O
his	O
enemies	O
spoke	O
of	O
him	O
,	O
they	O
said	O
--	O
but	O
,	O
after	O
all	O
,	O
he	O
had	O
no	O
enemies	O
;	O
he	O
was	O
an	O
extremely	O
amiable	O
fellow	O
,	O
and	O
universally	O
liked	O
.	O

What	O
I	O
should	O
say	O
is	O
,	O
simply	O
,	O
that	O
when	O
certain	O
persons	O
spoke	O
of	O
him	O
they	O
affirmed	O
that	O
the	O
reason	O
of	O
his	O
spending	O
so	O
much	O
time	O
at	O
Geneva	O
was	O
that	O
he	O
was	O
extremely	O
devoted	O
to	O
a	O
lady	O
who	O
lived	O
there	O
--	O
a	O
foreign	O
lady	O
--	O
a	O
person	O
older	O
than	O
himself	O
.	O

Very	O
few	O
Americans	O
--	O
indeed	O
,	O
I	O
think	O
none	O
--	O
had	O
ever	O
seen	O
this	O
lady	O
,	O
about	O
whom	O
there	O
were	O
some	O
singular	O
stories	O
.	O

But	O
Winterbourne	O
had	O
an	O
old	O
attachment	O
for	O
the	O
little	O
metropolis	O
of	O
Calvinism	O
;	O
he	O
had	O
been	O
put	O
to	O
school	O
there	O
as	O
a	O
boy	O
,	O
and	O
he	O
had	O
afterward	O
gone	O
to	O
college	O
there	O
--	O
circumstances	O
which	O
had	O
led	O
to	O
his	O
forming	O
a	O
great	O
many	O
youthful	O
friendships	O
.	O

Many	O
of	O
these	O
he	O
had	O
kept	O
,	O
and	O
