PROLOGUE	O	O	O	O	
I	O	O	O	O	
A	O	O	O	O	
FACE	O	O	O	O	
haunted	O	O	O	O	
Cameron	B-PER	O	O	O	
--	O	O	O	O	
a	B-PER	O	O	O	
woman	I-PER	O	O	O	
's	O	O	O	O	
face	O	O	O	O	
.	O	O	O	O	

It	O	O	O	O	
was	O	O	O	O	
there	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
white	O	O	O	O	
heart	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
dying	O	O	O	O	
campfire	O	O	O	O	
;	O	O	O	O	
it	O	O	O	O	
hung	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
shadows	O	O	O	O	
that	O	O	O	O	
hovered	O	O	O	O	
over	O	O	O	O	
the	O	O	O	O	
flickering	O	O	O	O	
light	O	O	O	O	
;	O	O	O	O	
it	O	O	O	O	
drifted	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
darkness	O	O	O	O	
beyond	O	O	O	O	
.	O	O	O	O	

This	O	O	O	O	
hour	O	O	O	O	
,	O	O	O	O	
when	O	O	O	O	
the	O	O	O	O	
day	O	O	O	O	
had	O	O	O	O	
closed	O	O	O	O	
and	O	O	O	O	
the	O	O	O	O	
lonely	O	O	O	O	
desert	B-LOC	O	O	O	
night	O	O	O	O	
set	O	O	O	O	
in	O	O	O	O	
with	O	O	O	O	
its	O	O	O	O	
dead	O	O	O	O	
silence	O	O	O	O	
,	O	O	O	O	
was	O	O	O	O	
one	O	O	O	O	
in	O	O	O	O	
which	O	O	O	O	
Cameron	B-PER	O	O	O	
's	O	O	O	O	
mind	O	O	O	O	
was	O	O	O	O	
thronged	O	O	O	O	
with	O	O	O	O	
memories	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
time	O	O	O	O	
long	O	O	O	O	
past	O	O	O	O	
--	O	O	O	O	
of	O	O	O	O	
a	O	B-FAC	O	O	
home	O	I-FAC	O	O	
back	O	I-FAC	O	O	
in	O	I-FAC	O	O	
Peoria	B-GPE	I-FAC	O	O	
,	O	O	O	O	
of	O	O	O	O	
a	B-PER	O	O	O	
woman	I-PER	O	O	O	
he	I-PER	O	O	O	
had	I-PER	O	O	O	
wronged	I-PER	O	O	O	
and	I-PER	O	O	O	
lost	I-PER	O	O	O	
,	I-PER	O	O	O	
and	I-PER	O	O	O	
loved	I-PER	O	O	O	
too	I-PER	O	O	O	
late	I-PER	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
was	O	O	O	O	
a	B-PER	O	O	O	
prospector	I-PER	O	O	O	
for	I-PER	O	O	O	
gold	I-PER	O	O	O	
,	O	O	O	O	
a	B-PER	O	O	O	
hunter	I-PER	O	O	O	
of	I-PER	O	O	O	
solitude	I-PER	O	O	O	
,	O	O	O	O	
a	B-PER	O	O	O	
lover	I-PER	O	O	O	
of	I-PER	O	O	O	
the	I-PER	O	O	O	
drear	I-PER	O	O	O	
,	I-PER	O	O	O	
rock-ribbed	I-PER	O	O	O	
infinitude	I-PER	O	O	O	
,	O	O	O	O	
because	O	O	O	O	
he	O	O	O	O	
wanted	O	O	O	O	
to	O	O	O	O	
be	O	O	O	O	
alone	O	O	O	O	
to	O	O	O	O	
remember	O	O	O	O	
.	O	O	O	O	

A	O	O	O	O	
sound	O	O	O	O	
disturbed	O	O	O	O	
Cameron	B-PER	O	O	O	
's	O	O	O	O	
reflections	O	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
bent	O	O	O	O	
his	O	O	O	O	
head	O	O	O	O	
listening	O	O	O	O	
.	O	O	O	O	

A	O	O	O	O	
soft	O	O	O	O	
wind	O	O	O	O	
fanned	O	O	O	O	
the	O	O	O	O	
paling	O	O	O	O	
embers	O	O	O	O	
,	O	O	O	O	
blew	O	O	O	O	
sparks	O	O	O	O	
and	O	O	O	O	
white	O	O	O	O	
ashes	O	O	O	O	
and	O	O	O	O	
thin	O	O	O	O	
smoke	O	O	O	O	
away	O	O	O	O	
into	O	O	O	O	
the	O	O	O	O	
enshrouding	O	O	O	O	
circle	O	O	O	O	
of	O	O	O	O	
blackness	O	O	O	O	
.	O	O	O	O	

His	O	O	O	O	
burro	O	O	O	O	
did	O	O	O	O	
not	O	O	O	O	
appear	O	O	O	O	
to	O	O	O	O	
be	O	O	O	O	
moving	O	O	O	O	
about	O	O	O	O	
.	O	O	O	O	

The	O	O	O	O	
quiet	O	O	O	O	
split	O	O	O	O	
to	O	O	O	O	
the	O	O	O	O	
cry	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
coyote	O	O	O	O	
.	O	O	O	O	

It	O	O	O	O	
rose	O	O	O	O	
strange	O	O	O	O	
,	O	O	O	O	
wild	O	O	O	O	
,	O	O	O	O	
mournful	O	O	O	O	
--	O	O	O	O	
not	O	O	O	O	
the	O	O	O	O	
howl	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
prowling	O	O	O	O	
upland	O	O	O	O	
beast	O	O	O	O	
baying	O	O	O	O	
the	O	O	O	O	
campfire	O	O	O	O	
or	O	O	O	O	
barking	O	O	O	O	
at	O	O	O	O	
a	B-PER	O	O	O	
lonely	I-PER	O	O	O	
prospector	I-PER	O	O	O	
,	O	O	O	O	
but	O	O	O	O	
the	O	O	O	O	
wail	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
wolf	O	O	O	O	
,	O	O	O	O	
full-voiced	O	O	O	O	
,	O	O	O	O	
crying	O	O	O	O	
out	O	O	O	O	
the	O	O	O	O	
meaning	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
desert	B-LOC	O	O	O	
and	O	O	O	O	
the	O	O	O	O	
night	O	O	O	O	
.	O	O	O	O	

Hunger	O	O	O	O	
throbbed	O	O	O	O	
in	O	O	O	O	
it	O	O	O	O	
--	O	O	O	O	
hunger	O	O	O	O	
for	O	O	O	O	
a	O	O	O	O	
mate	O	O	O	O	
,	O	O	O	O	
for	O	O	O	O	
offspring	O	O	O	O	
,	O	O	O	O	
for	O	O	O	O	
life	O	O	O	O	
.	O	O	O	O	

When	O	O	O	O	
it	O	O	O	O	
ceased	O	O	O	O	
,	O	O	O	O	
the	O	O	O	O	
terrible	O	O	O	O	
desert	B-LOC	O	O	O	
silence	O	O	O	O	
smote	O	O	O	O	
Cameron	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
the	O	O	O	O	
cry	O	O	O	O	
echoed	O	O	O	O	
in	O	O	O	O	
his	O	O	O	O	
soul	O	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
and	O	O	O	O	
that	O	O	O	O	
wandering	O	O	O	O	
wolf	O	O	O	O	
were	O	O	O	O	
brothers	O	O	O	O	
.	O	O	O	O	

Then	O	O	O	O	
a	O	O	O	O	
sharp	O	O	O	O	
clink	O	O	O	O	
of	O	O	O	O	
metal	O	O	O	O	
on	O	O	O	O	
stone	O	O	O	O	
and	O	O	O	O	
soft	O	O	O	O	
pads	O	O	O	O	
of	O	O	O	O	
hoofs	O	O	O	O	
in	O	O	O	O	
sand	O	O	O	O	
prompted	O	O	O	O	
Cameron	B-PER	O	O	O	
to	O	O	O	O	
reach	O	O	O	O	
for	O	O	O	O	
his	O	O	O	O	
gun	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
to	O	O	O	O	
move	O	O	O	O	
out	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
light	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
waning	O	O	O	O	
campfire	O	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
was	O	O	O	O	
somewhere	O	O	O	O	
along	O	O	O	O	
the	O	O	O	O	
wild	O	O	O	O	
border	O	O	O	O	
line	O	O	O	O	
between	O	O	O	O	
Sonora	B-LOC	O	O	O	
and	O	O	O	O	
Arizona	B-GPE	O	O	O	
;	O	O	O	O	
and	O	O	O	O	
the	B-PER	O	O	O	
prospector	I-PER	O	O	O	
who	I-PER	O	O	O	
dared	I-PER	O	O	O	
the	I-PER	O	O	O	
heat	I-PER	O	O	O	
and	I-PER	O	O	O	
barrenness	I-PER	O	O	O	
of	I-PER	O	O	O	
that	I-PER	O	O	O	
region	I-PER	O	O	O	
risked	O	O	O	O	
other	O	O	O	O	
dangers	O	O	O	O	
sometimes	O	O	O	O	
as	O	O	O	O	
menacing	O	O	O	O	
.	O	O	O	O	

Figures	O	O	O	O	
darker	O	O	O	O	
than	O	O	O	O	
the	O	O	O	O	
gloom	O	O	O	O	
approached	O	O	O	O	
and	O	O	O	O	
took	O	O	O	O	
shape	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
light	O	O	O	O	
turned	O	O	O	O	
out	O	O	O	O	
to	O	O	O	O	
be	O	O	O	O	
those	O	O	O	O	
of	O	O	O	O	
a	B-PER	O	O	O	
white	I-PER	O	O	O	
man	I-PER	O	O	O	
and	O	O	O	O	
a	O	O	O	O	
heavily	O	O	O	O	
packed	O	O	O	O	
burro	O	O	O	O	
.	O	O	O	O	

"	O	O	O	O	
Hello	O	O	O	O	
there	O	O	O	O	
,	O	O	O	O	
"	O	O	O	O	
the	B-PER	O	O	O	
man	I-PER	O	O	O	
called	O	O	O	O	
,	O	O	O	O	
as	O	O	O	O	
he	O	O	O	O	
came	O	O	O	O	
to	O	O	O	O	
a	O	O	O	O	
halt	O	O	O	O	
and	O	O	O	O	
gazed	O	O	O	O	
about	O	O	O	O	
him	O	O	O	O	
.	O	O	O	O	

"	O	O	O	O	
I	O	O	O	O	
saw	O	O	O	O	
your	O	O	O	O	
fire	O	O	O	O	
.	O	O	O	O	

May	O	O	O	O	
I	O	O	O	O	
make	O	O	O	O	
camp	O	O	O	O	
here	O	O	O	O	
?	O	O	O	O	
"	O	O	O	O	

Cameron	B-PER	O	O	O	
came	O	O	O	O	
forth	O	O	O	O	
out	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
shadow	O	O	O	O	
and	O	O	O	O	
greeted	O	O	O	O	
his	O	B-PER	O	O	
visitor	O	I-PER	O	O	
,	O	I-PER	O	O	
whom	O	I-PER	O	O	
he	O	I-PER	O	O	
took	O	I-PER	O	O	
for	O	I-PER	O	O	
a	B-PER	I-PER	O	O	
prospector	I-PER	I-PER	O	O	
like	I-PER	I-PER	O	O	
himself	I-PER	I-PER	O	O	
.	O	O	O	O	

Cameron	B-PER	O	O	O	
resented	O	O	O	O	
the	O	O	O	O	
breaking	O	O	O	O	
of	O	O	O	O	
his	O	O	O	O	
lonely	O	O	O	O	
campfire	O	O	O	O	
vigil	O	O	O	O	
,	O	O	O	O	
but	O	O	O	O	
he	O	O	O	O	
respected	O	O	O	O	
the	O	O	O	O	
law	O	O	O	O	
of	O	O	O	O	
the	B-LOC	O	O	O	
desert	I-LOC	O	O	O	
.	O	O	O	O	

The	B-PER	O	O	O	
stranger	I-PER	O	O	O	
thanked	O	O	O	O	
him	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
then	O	O	O	O	
slipped	O	O	O	O	
the	O	O	O	O	
pack	O	O	O	O	
from	O	O	O	O	
his	O	O	O	O	
burro	O	O	O	O	
.	O	O	O	O	

Then	O	O	O	O	
he	O	O	O	O	
rolled	O	O	O	O	
out	O	O	O	O	
his	O	O	O	O	
pack	O	O	O	O	
and	O	O	O	O	
began	O	O	O	O	
preparations	O	O	O	O	
for	O	O	O	O	
a	O	O	O	O	
meal	O	O	O	O	
.	O	O	O	O	

His	O	O	O	O	
movements	O	O	O	O	
were	O	O	O	O	
slow	O	O	O	O	
and	O	O	O	O	
methodical	O	O	O	O	
.	O	O	O	O	

Cameron	B-PER	O	O	O	
watched	O	O	O	O	
him	O	O	O	O	
,	O	O	O	O	
still	O	O	O	O	
with	O	O	O	O	
resentment	O	O	O	O	
,	O	O	O	O	
yet	O	O	O	O	
with	O	O	O	O	
a	O	O	O	O	
curious	O	O	O	O	
and	O	O	O	O	
growing	O	O	O	O	
interest	O	O	O	O	
.	O	O	O	O	

The	O	O	O	O	
campfire	O	O	O	O	
burst	O	O	O	O	
into	O	O	O	O	
a	O	O	O	O	
bright	O	O	O	O	
blaze	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
by	O	O	O	O	
its	O	O	O	O	
light	O	O	O	O	
Cameron	B-PER	O	O	O	
saw	O	O	O	O	
a	B-PER	O	O	O	
man	I-PER	O	O	O	
whose	I-PER	O	O	O	
gray	I-PER	O	O	O	
hair	I-PER	O	O	O	
somehow	I-PER	O	O	O	
did	I-PER	O	O	O	
not	I-PER	O	O	O	
seem	I-PER	O	O	O	
to	I-PER	O	O	O	
make	I-PER	O	O	O	
him	I-PER	O	O	O	
old	I-PER	O	O	O	
,	I-PER	O	O	O	
and	I-PER	O	O	O	
whose	I-PER	O	O	O	
stooped	I-PER	O	O	O	
shoulders	I-PER	O	O	O	
did	I-PER	O	O	O	
not	I-PER	O	O	O	
detract	I-PER	O	O	O	
from	I-PER	O	O	O	
an	I-PER	O	O	O	
impression	I-PER	O	O	O	
of	I-PER	O	O	O	
rugged	I-PER	O	O	O	
strength	I-PER	O	O	O	
.	O	O	O	O	

"	O	O	O	O	
Find	O	O	O	O	
any	O	O	O	O	
mineral	O	O	O	O	
?	O	O	O	O	
"	O	O	O	O	
asked	O	O	O	O	
Cameron	B-PER	O	O	O	
,	O	O	O	O	
presently	O	O	O	O	
.	O	O	O	O	

His	B-PER	O	O	O	
visitor	I-PER	O	O	O	
looked	O	O	O	O	
up	O	O	O	O	
quickly	O	O	O	O	
,	O	O	O	O	
as	O	O	O	O	
if	O	O	O	O	
startled	O	O	O	O	
by	O	O	O	O	
the	O	O	O	O	
sound	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
human	O	O	O	O	
voice	O	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
replied	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
then	O	O	O	O	
the	B-PER	O	O	O	
two	I-PER	O	O	O	
men	I-PER	O	O	O	
talked	O	O	O	O	
a	O	O	O	O	
little	O	O	O	O	
.	O	O	O	O	

But	O	O	O	O	
the	B-PER	O	O	O	
stranger	I-PER	O	O	O	
evidently	O	O	O	O	
preferred	O	O	O	O	
silence	O	O	O	O	
.	O	O	O	O	

Cameron	B-PER	O	O	O	
understood	O	O	O	O	
that	O	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
laughed	O	O	O	O	
grimly	O	O	O	O	
and	O	O	O	O	
bent	O	O	O	O	
a	O	O	O	O	
keener	O	O	O	O	
gaze	O	O	O	O	
upon	O	O	O	O	
the	O	O	O	O	
furrowed	O	O	O	O	
