CHAPTER	O	O	O	O	O	
I	O	O	O	O	O	
PARIS	B-GPE	O	O	O	O	
:	O	O	O	O	O	
SEPTEMBER	O	O	O	O	O	
,	O	O	O	O	O	
1792	O	O	O	O	O	
A	O	B-PER	O	O	O	
surging	O	I-PER	O	O	O	
,	O	I-PER	O	O	O	
seething	O	I-PER	O	O	O	
,	O	I-PER	O	O	O	
murmuring	O	I-PER	O	O	O	
crowd	O	I-PER	O	O	O	
of	O	I-PER	O	O	O	
beings	O	I-PER	O	O	O	
that	O	I-PER	O	O	O	
are	O	I-PER	O	O	O	
human	O	I-PER	O	O	O	
only	O	I-PER	O	O	O	
in	O	I-PER	O	O	O	
name	O	I-PER	O	O	O	
,	O	I-PER	O	O	O	
for	O	I-PER	O	O	O	
to	O	I-PER	O	O	O	
the	O	I-PER	O	O	O	
eye	O	I-PER	O	O	O	
and	O	I-PER	O	O	O	
ear	O	I-PER	O	O	O	
they	O	I-PER	O	O	O	
seem	O	I-PER	O	O	O	
naught	O	I-PER	O	O	O	
but	O	I-PER	O	O	O	
savage	B-PER	I-PER	O	O	O	
creatures	I-PER	I-PER	O	O	O	
,	O	I-PER	O	O	O	
animated	O	I-PER	O	O	O	
by	O	I-PER	O	O	O	
vile	O	I-PER	O	O	O	
passions	O	I-PER	O	O	O	
and	O	I-PER	O	O	O	
by	O	I-PER	O	O	O	
the	O	I-PER	O	O	O	
lust	O	I-PER	O	O	O	
of	O	I-PER	O	O	O	
vengeance	O	I-PER	O	O	O	
and	O	I-PER	O	O	O	
of	O	I-PER	O	O	O	
hate	O	I-PER	O	O	O	
.	O	O	O	O	O	

The	O	O	O	O	O	
hour	O	O	O	O	O	
,	O	O	O	O	O	
some	O	O	O	O	O	
little	O	O	O	O	O	
time	O	O	O	O	O	
before	O	O	O	O	O	
sunset	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
the	O	O	O	O	O	
place	O	O	O	O	O	
,	O	O	O	O	O	
the	O	O	O	O	O	
West	O	O	O	O	O	
Barricade	O	O	O	O	O	
,	O	O	O	O	O	
at	O	O	O	O	O	
the	O	O	O	O	O	
very	O	O	O	O	O	
spot	O	O	O	O	O	
where	O	O	O	O	O	
,	O	O	O	O	O	
a	O	O	O	O	O	
decade	O	O	O	O	O	
later	O	O	O	O	O	
,	O	O	O	O	O	
a	B-PER	O	O	O	O	
proud	I-PER	O	O	O	O	
tyrant	I-PER	O	O	O	O	
raised	O	O	O	O	O	
an	O	O	O	O	O	
undying	O	O	O	O	O	
monument	O	O	O	O	O	
to	O	O	O	O	O	
the	O	O	O	O	O	
nation	O	O	O	O	O	
's	O	O	O	O	O	
glory	O	O	O	O	O	
and	O	O	O	O	O	
his	O	O	O	O	O	
own	O	O	O	O	O	
vanity	O	O	O	O	O	
.	O	O	O	O	O	

During	O	O	O	O	O	
the	O	O	O	O	O	
greater	O	O	O	O	O	
part	O	O	O	O	O	
of	O	O	O	O	O	
the	O	O	O	O	O	
day	O	O	O	O	O	
the	O	O	O	O	O	
guillotine	O	O	O	O	O	
had	O	O	O	O	O	
been	O	O	O	O	O	
kept	O	O	O	O	O	
busy	O	O	O	O	O	
at	O	O	O	O	O	
its	O	O	O	O	O	
ghastly	O	O	O	O	O	
work	O	O	O	O	O	
:	O	O	O	O	O	
all	O	O	O	O	O	
that	O	O	O	O	O	
France	B-GPE	O	O	O	O	
had	O	O	O	O	O	
boasted	O	O	O	O	O	
of	O	O	O	O	O	
in	O	O	O	O	O	
the	O	O	O	O	O	
past	O	O	O	O	O	
centuries	O	O	O	O	O	
,	O	O	O	O	O	
of	O	O	O	O	O	
ancient	O	O	O	O	O	
names	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
blue	O	O	O	O	O	
blood	O	O	O	O	O	
,	O	O	O	O	O	
had	O	O	O	O	O	
paid	O	O	O	O	O	
toll	O	O	O	O	O	
to	O	O	O	O	O	
her	O	O	O	O	O	
desire	O	O	O	O	O	
for	O	O	O	O	O	
liberty	O	O	O	O	O	
and	O	O	O	O	O	
for	O	O	O	O	O	
fraternity	O	O	O	O	O	
.	O	O	O	O	O	

The	O	O	O	O	O	
carnage	O	O	O	O	O	
had	O	O	O	O	O	
only	O	O	O	O	O	
ceased	O	O	O	O	O	
at	O	O	O	O	O	
this	O	O	O	O	O	
late	O	O	O	O	O	
hour	O	O	O	O	O	
of	O	O	O	O	O	
the	O	O	O	O	O	
day	O	O	O	O	O	
because	O	O	O	O	O	
there	O	O	O	O	O	
were	O	O	O	O	O	
other	O	O	O	O	O	
more	O	O	O	O	O	
interesting	O	O	O	O	O	
sights	O	O	O	O	O	
for	O	O	O	O	O	
the	B-PER	O	O	O	O	
people	I-PER	O	O	O	O	
to	O	O	O	O	O	
witness	O	O	O	O	O	
,	O	O	O	O	O	
a	O	O	O	O	O	
little	O	O	O	O	O	
while	O	O	O	O	O	
before	O	O	O	O	O	
the	O	O	O	O	O	
final	O	O	O	O	O	
closing	O	O	O	O	O	
of	O	O	O	O	O	
the	O	O	O	O	O	
barricades	O	O	O	O	O	
for	O	O	O	O	O	
the	O	O	O	O	O	
night	O	O	O	O	O	
.	O	O	O	O	O	

And	O	O	O	O	O	
so	O	O	O	O	O	
the	B-PER	O	O	O	O	
crowd	I-PER	O	O	O	O	
rushed	O	O	O	O	O	
away	O	O	O	O	O	
from	O	O	O	O	O	
the	B-FAC	O	O	O	O	
Place	I-FAC	O	O	O	O	
de	I-FAC	O	O	O	O	
la	I-FAC	O	O	O	O	
Greve	I-FAC	O	O	O	O	
and	O	O	O	O	O	
made	O	O	O	O	O	
for	O	O	O	O	O	
the	O	O	O	O	O	
various	O	O	O	O	O	
barricades	O	O	O	O	O	
in	O	O	O	O	O	
order	O	O	O	O	O	
to	O	O	O	O	O	
watch	O	O	O	O	O	
this	O	O	O	O	O	
interesting	O	O	O	O	O	
and	O	O	O	O	O	
amusing	O	O	O	O	O	
sight	O	O	O	O	O	
.	O	O	O	O	O	

It	O	O	O	O	O	
was	O	O	O	O	O	
to	O	O	O	O	O	
be	O	O	O	O	O	
seen	O	O	O	O	O	
every	O	O	O	O	O	
day	O	O	O	O	O	
,	O	O	O	O	O	
for	O	O	O	O	O	
those	B-PER	O	O	O	O	
aristos	I-PER	O	O	O	O	
were	O	O	O	O	O	
such	B-PER	O	O	O	O	
fools	I-PER	O	O	O	O	
!	O	O	O	O	O	

They	O	O	O	O	O	
were	O	O	O	O	O	
traitors	O	B-PER	O	O	O	
to	O	I-PER	O	O	O	
the	B-PER	I-PER	O	O	O	
people	I-PER	I-PER	O	O	O	
of	O	O	O	O	O	
course	O	O	O	O	O	
,	O	O	O	O	O	
all	O	O	O	O	O	
of	O	O	O	O	O	
them	O	O	O	O	O	
,	O	O	O	O	O	
men	O	O	O	B-PER	O	
,	O	O	O	I-PER	O	
women	O	O	O	I-PER	O	
,	O	O	O	I-PER	O	
and	O	O	O	I-PER	O	
children	O	O	O	I-PER	O	
,	O	O	O	I-PER	O	
