CHAPTER	O	O	O	O	O	
1	O	O	O	O	O	
Mrs	B-PER	B-PER	O	O	O	
Gildea	O	I-PER	O	O	O	
had	O	O	O	O	O	
settled	O	O	O	O	O	
early	O	O	O	O	O	
to	O	O	O	O	O	
her	O	O	O	O	O	
morning	O	O	O	O	O	
's	O	O	O	O	O	
work	O	O	O	O	O	
in	O	O	O	O	O	
what	O	O	O	O	O	
she	O	O	O	O	O	
called	O	O	O	O	O	
the	O	B-FAC	O	O	O	
veranda-study	O	I-FAC	O	O	O	
of	O	I-FAC	O	O	O	
her	B-FAC	I-FAC	O	O	O	
cottage	I-FAC	I-FAC	O	O	O	
in	O	I-FAC	O	O	O	
Leichardt	B-GPE	I-FAC	O	O	O	
's	I-GPE	I-FAC	O	O	O	
Town	I-GPE	I-FAC	O	O	O	
.	O	O	O	O	O	

It	O	O	O	O	O	
was	O	O	O	O	O	
a	O	B-FAC	O	O	O	
primitive	O	I-FAC	O	O	O	
cottage	O	I-FAC	O	O	O	
of	O	I-FAC	O	O	O	
the	O	I-FAC	O	O	O	
old	O	I-FAC	O	O	O	
style	O	I-FAC	O	O	O	
,	O	I-FAC	O	O	O	
standing	O	I-FAC	O	O	O	
in	O	I-FAC	O	O	O	
a	B-FAC	I-FAC	O	O	O	
garden	I-FAC	I-FAC	O	O	O	
and	O	I-FAC	O	O	O	
built	O	I-FAC	O	O	O	
on	O	I-FAC	O	O	O	
the	B-LOC	I-FAC	O	O	O	
cliff	I-LOC	I-FAC	O	O	O	
--	O	I-FAC	O	O	O	
the	B-LOC	I-FAC	O	O	O	
Emu	I-LOC	I-FAC	O	O	O	
Point	I-LOC	I-FAC	O	O	O	
side	O	I-FAC	O	O	O	
--	O	I-FAC	O	O	O	
overlooking	O	I-FAC	O	O	O	
the	B-LOC	I-FAC	O	O	O	
broad	I-LOC	I-FAC	O	O	O	
Leichardt	I-LOC	I-FAC	O	O	O	
River	I-LOC	I-FAC	O	O	O	
.	O	O	O	O	O	

The	B-FAC	O	O	O	O	
veranda	I-FAC	O	O	O	O	
,	O	O	O	O	O	
quite	O	O	O	O	O	
twelve	O	O	O	O	O	
feet	O	O	O	O	O	
wide	O	O	O	O	O	
,	O	O	O	O	O	
ran	O	O	O	O	O	
--	O	O	O	O	O	
Australian	O	O	O	O	O	
fashion	O	O	O	O	O	
--	O	O	O	O	O	
along	O	O	O	O	O	
the	O	O	O	O	O	
front	O	O	O	O	O	
of	O	O	O	O	O	
the	B-FAC	O	O	O	O	
cottage	I-FAC	O	O	O	O	
,	O	O	O	O	O	
except	O	O	O	O	O	
for	O	O	O	O	O	
the	O	O	O	O	O	
two	O	O	O	O	O	
closed-in	O	O	O	O	O	
ends	O	O	O	O	O	
forming	O	O	O	O	O	
,	O	O	O	O	O	
one	O	O	O	O	O	
a	B-FAC	O	O	O	O	
bathroom	I-FAC	O	O	O	O	
and	O	O	O	O	O	
the	O	O	O	O	O	
other	O	O	O	O	O	
a	O	O	O	O	O	
kind	O	O	O	O	O	
of	O	O	O	O	O	
store	B-FAC	O	O	O	O	
closet	I-FAC	O	O	O	O	
.	O	O	O	O	O	

Being	O	O	O	O	O	
raised	O	O	O	O	O	
a	O	O	O	O	O	
few	O	O	O	O	O	
feet	O	O	O	O	O	
above	O	O	O	O	O	
the	O	O	O	O	O	
ground	O	O	O	O	O	
,	O	O	O	O	O	
the	B-FAC	O	O	O	O	
veranda	I-FAC	O	O	O	O	
was	O	O	O	O	O	
enclosed	O	O	O	O	O	
by	O	O	O	O	O	
a	O	O	O	O	O	
wooden	O	O	O	O	O	
railing	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
this	O	O	O	O	O	
and	O	O	O	O	O	
the	O	O	O	O	O	
supporting	O	O	O	O	O	
posts	O	O	O	O	O	
were	O	O	O	O	O	
twined	O	O	O	O	O	
with	O	O	O	O	O	
creepers	O	O	O	O	O	
that	O	O	O	O	O	
must	O	O	O	O	O	
have	O	O	O	O	O	
been	O	O	O	O	O	
planted	O	O	O	O	O	
at	O	O	O	O	O	
least	O	O	O	O	O	
thirty	O	O	O	O	O	
years	O	O	O	O	O	
.	O	O	O	O	O	

One	O	O	O	O	O	
of	O	O	O	O	O	
these	O	O	O	O	O	
,	O	O	O	O	O	
a	O	O	O	O	O	
stephanotis	O	O	O	O	O	
,	O	O	O	O	O	
showed	O	O	O	O	O	
masses	O	O	O	O	O	
of	O	O	O	O	O	
white	O	O	O	O	O	
bloom	O	O	O	O	O	
,	O	O	O	O	O	
which	O	O	O	O	O	
Joan	B-PER	O	O	O	O	
Gildea	I-PER	O	O	O	O	
casually	O	O	O	O	O	
reflected	O	O	O	O	O	
would	O	O	O	O	O	
have	O	O	O	O	O	
fetched	O	O	O	O	O	
a	O	O	O	O	O	
