CHAPTER	O	O	O	O	O	
1	O	O	O	O	O	
The	B-PER	O	O	O	O	
Rassendylls	I-PER	O	O	O	O	
--	O	O	O	O	O	
With	O	O	O	O	O	
a	O	O	O	O	O	
Word	O	O	O	O	O	
on	O	O	O	O	O	
the	B-PER	O	O	O	O	
Elphbergs	I-PER	O	O	O	O	
“	O	O	O	O	O	
I	O	O	O	O	O	
wonder	O	O	O	O	O	
when	O	O	O	O	O	
in	O	O	O	O	O	
the	B-LOC	O	O	O	O	
world	I-LOC	O	O	O	O	
you	O	O	O	O	O	
’re	O	O	O	O	O	
going	O	O	O	O	O	
to	O	O	O	O	O	
do	O	O	O	O	O	
anything	O	O	O	O	O	
,	O	O	O	O	O	
Rudolf	B-PER	O	O	O	O	
?	O	O	O	O	O	
”	O	O	O	O	O	
said	O	O	O	O	O	
my	B-PER	B-PER	O	O	O	
brother	I-PER	I-PER	O	O	O	
’s	O	I-PER	O	O	O	
wife	O	I-PER	O	O	O	
.	O	O	O	O	O	

“	O	O	O	O	O	
My	B-PER	O	O	O	O	
dear	I-PER	O	O	O	O	
Rose	B-PER	O	O	O	O	
,	O	O	O	O	O	
”	O	O	O	O	O	
I	O	O	O	O	O	
answered	O	O	O	O	O	
,	O	O	O	O	O	
laying	O	O	O	O	O	
down	O	O	O	O	O	
my	O	O	O	O	O	
egg-spoon	O	O	O	O	O	
,	O	O	O	O	O	
“	O	O	O	O	O	
why	O	O	O	O	O	
in	O	O	O	O	O	
the	B-LOC	O	O	O	O	
world	I-LOC	O	O	O	O	
should	O	O	O	O	O	
I	O	O	O	O	O	
do	O	O	O	O	O	
anything	O	O	O	O	O	
?	O	O	O	O	O	

My	O	O	O	O	O	
position	O	O	O	O	O	
is	O	O	O	O	O	
a	O	O	O	O	O	
comfortable	O	O	O	O	O	
one	O	O	O	O	O	
.	O	O	O	O	O	

I	O	O	O	O	O	
have	O	O	O	O	O	
an	O	O	O	O	O	
income	O	O	O	O	O	
nearly	O	O	O	O	O	
sufficient	O	O	O	O	O	
for	O	O	O	O	O	
my	O	O	O	O	O	
wants	O	O	O	O	O	
(	O	O	O	O	O	
no	B-PER	O	O	O	O	
one	I-PER	O	O	O	O	
’s	O	O	O	O	O	
income	O	O	O	O	O	
is	O	O	O	O	O	
ever	O	O	O	O	O	
quite	O	O	O	O	O	
sufficient	O	O	O	O	O	
,	O	O	O	O	O	
you	O	O	O	O	O	
know	O	O	O	O	O	
)	O	O	O	O	O	
,	O	O	O	O	O	
I	O	O	O	O	O	
enjoy	O	O	O	O	O	
an	O	O	O	O	O	
enviable	O	O	O	O	O	
social	O	O	O	O	O	
position	O	O	O	O	O	
:	O	O	O	O	O	
I	O	O	O	O	O	
am	O	O	O	O	O	
brother	O	O	B-PER	O	O	
to	O	O	I-PER	O	O	
Lord	B-PER	B-PER	I-PER	O	O	
Burlesdon	O	I-PER	I-PER	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
brother-in-law	O	B-PER	O	O	O	
to	O	I-PER	O	O	O	
that	B-PER	I-PER	O	O	O	
charming	I-PER	I-PER	O	O	O	
lady	I-PER	I-PER	O	O	O	
,	O	O	O	O	O	
his	B-PER	O	O	O	O	
countess	I-PER	O	O	O	O	
.	O	O	O	O	O	

Behold	O	O	O	O	O	
,	O	O	O	O	O	
it	O	O	O	O	O	
is	O	O	O	O	O	
enough	O	O	O	O	O	
!	O	O	O	O	O	
”	O	O	O	O	O	

“	O	O	O	O	O	
You	O	O	O	O	O	
are	O	O	O	O	O	
nine-and-twenty	O	O	O	O	O	
,	O	O	O	O	O	
”	O	O	O	O	O	
she	O	O	O	O	O	
observed	O	O	O	O	O	
,	O	O	O	O	O	
“	O	O	O	O	O	
and	O	O	O	O	O	
you	O	O	O	O	O	
’ve	O	O	O	O	O	
done	O	O	O	O	O	
nothing	O	O	O	O	O	
but	O	O	O	O	O	
--	O	O	O	O	O	
”	O	O	O	O	O	
“	O	O	O	O	O	
Knock	O	O	O	O	O	
about	O	O	O	O	O	
?	O	O	O	O	O	

It	O	O	O	O	O	
is	O	O	O	O	O	
true	O	O	O	O	O	
.	O	O	O	O	O	

Our	B-PER	O	O	O	O	
family	I-PER	O	O	O	O	
does	O	O	O	O	O	
n’t	O	O	O	O	O	
need	O	O	O	O	O	
to	O	O	O	O	O	
do	O	O	O	O	O	
things	O	O	O	O	O	
.	O	O	O	O	O	
”	O	O	O	O	O	

This	O	O	O	O	O	
remark	O	O	O	O	O	
of	O	O	O	O	O	
mine	O	O	O	O	O	
rather	O	O	O	O	O	
annoyed	O	O	O	O	O	
Rose	B-PER	O	O	O	O	
,	O	O	O	O	O	
for	O	O	O	O	O	
everybody	B-PER	O	O	O	O	
knows	O	O	O	O	O	
(	O	O	O	O	O	
and	O	O	O	O	O	
