_	O	O	O	O	
One	O	O	O	O	
_	O	O	O	O	
DREAMS	O	O	O	O	
Night	O	O	O	O	
fell	O	O	O	O	
.	O	O	O	O	

The	O	O	O	O	
red	O	O	O	O	
waters	O	O	O	O	
of	O	O	O	O	
the	B-LOC	O	O	O	
swamp	I-LOC	O	O	O	
grew	O	O	O	O	
sinister	O	O	O	O	
and	O	O	O	O	
sullen	O	O	O	O	
.	O	O	O	O	

The	O	O	O	O	
tall	O	O	O	O	
pines	O	O	O	O	
lost	O	O	O	O	
their	O	O	O	O	
slimness	O	O	O	O	
and	O	O	O	O	
stood	O	O	O	O	
in	O	O	O	O	
wide	O	O	O	O	
blurred	O	O	O	O	
blotches	O	O	O	O	
all	O	O	O	O	
across	O	O	O	O	
the	O	O	O	O	
way	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
a	O	O	O	O	
great	O	O	O	O	
shadowy	O	O	O	O	
bird	O	O	O	O	
arose	O	O	O	O	
,	O	O	O	O	
wheeled	O	O	O	O	
and	O	O	O	O	
melted	O	O	O	O	
,	O	O	O	O	
murmuring	O	O	O	O	
,	O	O	O	O	
into	O	O	O	O	
the	O	O	O	O	
black-green	O	O	O	O	
sky	O	O	O	O	
.	O	O	O	O	

The	B-PER	O	O	O	
boy	I-PER	O	O	O	
wearily	O	O	O	O	
dropped	O	O	O	O	
his	O	O	O	O	
heavy	O	O	O	O	
bundle	O	O	O	O	
and	O	O	O	O	
stood	O	O	O	O	
still	O	O	O	O	
,	O	O	O	O	
listening	O	O	O	O	
as	O	O	O	O	
the	O	O	O	O	
voice	O	O	O	O	
of	O	O	O	O	
crickets	O	O	O	O	
split	O	O	O	O	
the	O	O	O	O	
shadows	O	O	O	O	
and	O	O	O	O	
made	O	O	O	O	
the	O	O	O	O	
silence	O	O	O	O	
audible	O	O	O	O	
.	O	O	O	O	

A	O	O	O	O	
tear	O	O	O	O	
wandered	O	O	O	O	
down	O	O	O	O	
his	O	O	O	O	
brown	O	O	O	O	
cheek	O	O	O	O	
.	O	O	O	O	

They	O	O	O	O	
were	O	O	O	O	
at	O	O	O	O	
supper	O	O	O	O	
now	O	O	O	O	
,	O	O	O	O	
he	O	O	O	O	
whispered	O	O	O	O	
--	O	O	O	O	
the	B-PER	O	O	O	
father	I-PER	O	O	O	
and	O	O	O	O	
old	B-PER	O	O	O	
mother	I-PER	O	O	O	
,	O	O	O	O	
away	O	O	O	O	
back	O	O	O	O	
yonder	O	O	O	O	
beyond	O	O	O	O	
the	O	O	O	O	
night	O	O	O	O	
.	O	O	O	O	

They	O	O	O	O	
were	O	O	O	O	
far	O	O	O	O	
away	O	O	O	O	
;	O	O	O	O	
they	O	O	O	O	
would	O	O	O	O	
never	O	O	O	O	
be	O	O	O	O	
as	O	O	O	O	
near	O	O	O	O	
as	O	O	O	O	
once	O	O	O	O	
they	O	O	O	O	
had	O	O	O	O	
been	O	O	O	O	
,	O	O	O	O	
for	O	O	O	O	
he	O	O	O	O	
had	O	O	O	O	
stepped	O	O	O	O	
into	O	O	O	O	
the	B-LOC	O	O	O	
world	I-LOC	O	O	O	
.	O	O	O	O	

And	O	O	O	O	
the	O	O	O	O	
cat	O	O	O	O	
and	O	O	O	O	
Old	B-PER	O	O	O	
Billy	I-PER	O	O	O	
--	O	O	O	O	
ah	O	O	O	O	
,	O	O	O	O	
but	O	O	O	O	
the	B-LOC	O	O	O	
world	I-LOC	O	O	O	
was	O	O	O	O	
a	O	O	O	O	
lonely	O	O	O	O	
thing	O	O	O	O	
,	O	O	O	O	
so	O	O	O	O	
wide	O	O	O	O	
and	O	O	O	O	
tall	O	O	O	O	
and	O	O	O	O	
empty	O	O	O	O	
!	O	O	O	O	

And	O	O	O	O	
so	O	O	O	O	
bare	O	O	O	O	
,	O	O	O	O	
so	O	O	O	O	
bitter	O	O	O	O	
bare	O	O	O	O	
!	O	O	O	O	

Somehow	O	O	O	O	
he	O	O	O	O	
had	O	O	O	O	
never	O	O	O	O	
dreamed	O	O	O	O	
of	O	O	O	O	
the	B-LOC	O	O	O	
world	I-LOC	O	O	O	
as	O	O	O	O	
lonely	O	O	O	O	
before	O	O	O	O	
;	O	O	O	O	
he	O	O	O	O	
had	O	O	O	O	
fared	O	O	O	O	
forth	O	O	O	O	
to	O	O	O	O	
beckoning	O	O	O	O	
hands	O	O	O	O	
and	O	O	O	O	
luring	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
to	O	O	O	O	
