CHAPTER	O	O	O	O	
I	O	O	O	O	
You	O	O	O	O	
must	O	O	O	O	
go	O	O	O	O	
back	O	O	O	O	
with	O	O	O	O	
me	O	O	O	O	
to	O	O	O	O	
the	O	O	O	O	
autumn	O	O	O	O	
of	O	O	O	O	
1827	O	O	O	O	
.	O	O	O	O	

My	B-PER	O	O	O	
father	I-PER	O	O	O	
,	O	O	O	O	
as	O	O	O	O	
you	O	O	O	O	
know	O	O	O	O	
,	O	O	O	O	
was	O	O	O	O	
a	O	B-PER	O	O	
sort	O	I-PER	O	O	
of	O	I-PER	O	O	
gentleman	B-PER	I-PER	O	O	
farmer	I-PER	I-PER	O	O	
in	O	I-PER	O	O	
—	O	I-PER	O	O	
shire	O	I-PER	O	O	
;	O	O	O	O	
and	O	O	O	O	
I	O	O	O	O	
,	O	O	O	O	
by	O	O	O	O	
his	O	O	O	O	
express	O	O	O	O	
desire	O	O	O	O	
,	O	O	O	O	
succeeded	O	O	O	O	
him	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
same	O	O	O	O	
quiet	O	O	O	O	
occupation	O	O	O	O	
,	O	O	O	O	
not	O	O	O	O	
very	O	O	O	O	
willingly	O	O	O	O	
,	O	O	O	O	
for	O	O	O	O	
ambition	O	O	O	O	
urged	O	O	O	O	
me	O	O	O	O	
to	O	O	O	O	
higher	O	O	O	O	
aims	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
self-conceit	O	O	O	O	
assured	O	O	O	O	
me	O	O	O	O	
that	O	O	O	O	
,	O	O	O	O	
in	O	O	O	O	
disregarding	O	O	O	O	
its	O	O	O	O	
voice	O	O	O	O	
,	O	O	O	O	
I	O	O	O	O	
was	O	O	O	O	
burying	O	O	O	O	
my	O	O	O	O	
talent	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
earth	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
hiding	O	O	O	O	
my	O	O	O	O	
light	O	O	O	O	
under	O	O	O	O	
a	O	O	O	O	
bushel	O	O	O	O	
.	O	O	O	O	

My	B-PER	O	O	O	
mother	I-PER	O	O	O	
had	O	O	O	O	
done	O	O	O	O	
her	O	O	O	O	
utmost	O	O	O	O	
to	O	O	O	O	
persuade	O	O	O	O	
me	O	O	O	O	
that	O	O	O	O	
I	O	O	O	O	
was	O	O	O	O	
capable	O	O	O	O	
of	O	O	O	O	
great	O	O	O	O	
achievements	O	O	O	O	
;	O	O	O	O	
but	O	O	O	O	
my	B-PER	O	O	O	
father	I-PER	O	O	O	
,	O	O	O	O	
who	O	O	O	O	
thought	O	O	O	O	
ambition	O	O	O	O	
was	O	O	O	O	
the	O	O	O	O	
surest	O	O	O	O	
road	O	O	O	O	
to	O	O	O	O	
ruin	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
change	O	O	O	O	
but	O	O	O	O	
another	O	O	O	O	
word	O	O	O	O	
for	O	O	O	O	
destruction	O	O	O	O	
,	O	O	O	O	
would	O	O	O	O	
listen	O	O	O	O	
to	O	O	O	O	
no	O	O	O	O	
scheme	O	O	O	O	
for	O	O	O	O	
bettering	O	O	O	O	
either	O	O	O	O	
my	O	O	O	O	
own	O	O	O	O	
condition	O	O	O	O	
,	O	O	O	O	
or	O	O	O	O	
that	O	O	O	O	
of	O	O	O	O	
my	B-PER	O	O	O	
fellow	I-PER	O	O	O	
mortals	I-PER	O	O	O	
.	O	O	O	O	

He	O	O	O	O	
assured	O	O	O	O	
me	O	O	O	O	
it	O	O	O	O	
was	O	O	O	O	
all	O	O	O	O	
rubbish	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
exhorted	O	O	O	O	
me	O	O	O	O	
,	O	O	O	O	
with	O	O	O	O	
his	O	O	O	O	
dying	O	O	O	O	
breath	O	O	O	O	
,	O	O	O	O	
to	O	O	O	O	
continue	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
good	O	O	O	O	
old	O	O	O	O	
way	O	O	O	O	
,	O	O	O	O	
to	O	O	O	O	
follow	O	O	O	O	
his	O	O	O	O	
steps	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
those	O	O	O	O	
of	O	O	O	O	
his	B-PER	O	O	O	
father	I-PER	O	O	O	
before	O	O	O	O	
him	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
let	O	O	O	O	
my	O	O	O	O	
highest	O	O	O	O	
ambition	O	O	O	O	
be	O	O	O	O	
to	O	O	O	O	
walk	O	O	O	O	
honestly	O	O	O	O	
through	O	O	O	O	
the	B-LOC	O	O	O	
world	I-LOC	O	O	O	
