I	O	O	O	O	O	
The	B-PER	O	O	O	O	
Old	I-PER	O	O	O	O	
Pyncheon	I-PER	O	O	O	O	
Family	I-PER	O	O	O	O	
HALFWAY	O	O	O	O	O	
down	O	O	O	O	O	
a	O	O	O	B-FAC	O	
by-street	O	O	O	I-FAC	O	
of	O	O	O	I-FAC	O	
one	O	O	B-GPE	I-FAC	O	
of	O	O	I-GPE	I-FAC	O	
our	O	B-GPE	I-GPE	I-FAC	O	
New	B-LOC	I-GPE	I-GPE	I-FAC	O	
England	I-LOC	I-GPE	I-GPE	I-FAC	O	
towns	O	I-GPE	I-GPE	I-FAC	O	
stands	O	O	O	O	O	
a	B-FAC	O	O	O	O	
rusty	I-FAC	O	O	O	O	
wooden	I-FAC	O	O	O	O	
house	I-FAC	O	O	O	O	
,	I-FAC	O	O	O	O	
with	I-FAC	O	O	O	O	
seven	I-FAC	O	O	O	O	
acutely	I-FAC	O	O	O	O	
peaked	I-FAC	O	O	O	O	
gables	I-FAC	O	O	O	O	
,	I-FAC	O	O	O	O	
facing	I-FAC	O	O	O	O	
towards	I-FAC	O	O	O	O	
various	I-FAC	O	O	O	O	
points	I-FAC	O	O	O	O	
of	I-FAC	O	O	O	O	
the	I-FAC	O	O	O	O	
compass	I-FAC	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
a	O	O	O	O	O	
huge	O	O	O	O	O	
,	O	O	O	O	O	
clustered	O	O	O	O	O	
chimney	O	O	O	O	O	
in	O	O	O	O	O	
the	O	O	O	O	O	
midst	O	O	O	O	O	
.	O	O	O	O	O	

The	B-FAC	O	O	O	O	
street	I-FAC	O	O	O	O	
is	O	O	O	O	O	
Pyncheon	B-FAC	O	O	O	O	
Street	I-FAC	O	O	O	O	
;	O	O	O	O	O	
the	B-FAC	O	O	O	O	
house	I-FAC	O	O	O	O	
is	O	O	O	O	O	
the	B-FAC	O	O	O	O	
old	I-FAC	O	O	O	O	
Pyncheon	I-FAC	O	O	O	O	
House	I-FAC	O	O	O	O	
;	O	O	O	O	O	
and	O	O	O	O	O	
an	O	O	O	O	O	
elm-tree	O	O	O	O	O	
,	O	O	O	O	O	
of	O	O	O	O	O	
wide	O	O	O	O	O	
circumference	O	O	O	O	O	
,	O	O	O	O	O	
rooted	O	O	O	O	O	
before	O	O	O	O	O	
the	O	O	O	O	O	
door	O	O	O	O	O	
,	O	O	O	O	O	
is	O	O	O	O	O	
familiar	O	O	O	O	O	
to	O	O	O	O	O	
every	B-PER	O	O	O	O	
town-born	I-PER	O	O	O	O	
child	I-PER	O	O	O	O	
by	O	O	O	O	O	
the	O	O	O	O	O	
title	O	O	O	O	O	
of	O	O	O	O	O	
the	O	O	O	O	O	
Pyncheon	O	O	O	O	O	
Elm	O	O	O	O	O	
.	O	O	O	O	O	

On	O	O	O	O	O	
my	O	O	O	O	O	
occasional	O	O	O	O	O	
visits	O	O	O	O	O	
to	O	O	O	O	O	
the	B-GPE	O	O	O	O	
town	I-GPE	O	O	O	O	
aforesaid	I-GPE	O	O	O	O	
,	O	O	O	O	O	
I	O	O	O	O	O	
seldom	O	O	O	O	O	
failed	O	O	O	O	O	
to	O	O	O	O	O	
turn	O	O	O	O	O	
down	O	O	O	O	O	
Pyncheon	B-FAC	O	O	O	O	
Street	I-FAC	O	O	O	O	
,	O	O	O	O	O	
for	O	O	O	O	O	
the	O	O	O	O	O	
sake	O	O	O	O	O	
of	O	O	O	O	O	
passing	O	O	O	O	O	
through	O	O	O	O	O	
the	O	O	O	O	O	
shadow	O	O	O	O	O	
of	O	O	O	O	O	
these	O	O	O	O	O	
two	O	O	O	O	O	
antiquities	O	O	O	O	O	
,	O	O	O	O	O	
--	O	O	O	O	O	
the	O	O	O	O	O	
great	O	O	O	O	O	
elm-tree	O	O	O	O	O	
and	O	O	O	O	O	
the	B-FAC	O	O	O	O	
weather-beaten	I-FAC	O	O	O	O	
edifice	I-FAC	O	O	O	O	
