PART	O	O	O	O	
ONE	O	O	O	O	
--	O	O	O	O	
The	B-PER	O	O	O	
Old	I-PER	O	O	O	
Buccaneer	I-PER	O	O	O	
1	O	O	O	O	
The	B-PER	O	O	O	
Old	I-PER	O	O	O	
Sea-dog	I-PER	O	O	O	
at	O	O	O	O	
the	B-FAC	O	O	O	
Admiral	I-FAC	O	O	O	
Benbow	I-FAC	O	O	O	
SQUIRE	B-PER	B-PER	O	O	
TRELAWNEY	O	I-PER	O	O	
,	O	O	O	O	
Dr.	B-PER	B-PER	O	O	
Livesey	O	I-PER	O	O	
,	O	O	O	O	
and	O	O	O	O	
the	B-PER	O	O	O	
rest	I-PER	O	O	O	
of	I-PER	O	O	O	
these	I-PER	O	O	O	
gentlemen	I-PER	O	O	O	
having	O	O	O	O	
asked	O	O	O	O	
me	O	O	O	O	
to	O	O	O	O	
write	O	O	O	O	
down	O	O	O	O	
the	O	O	O	O	
whole	O	O	O	O	
particulars	O	O	O	O	
about	O	O	O	O	
Treasure	B-LOC	O	O	O	
Island	I-LOC	O	O	O	
,	O	O	O	O	
from	O	O	O	O	
the	O	O	O	O	
beginning	O	O	O	O	
to	O	O	O	O	
the	O	O	O	O	
end	O	O	O	O	
,	O	O	O	O	
keeping	O	O	O	O	
nothing	O	O	O	O	
back	O	O	O	O	
but	O	O	O	O	
the	O	O	O	O	
bearings	O	O	O	O	
of	O	O	O	O	
the	B-LOC	O	O	O	
island	I-LOC	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
that	O	O	O	O	
only	O	O	O	O	
because	O	O	O	O	
there	O	O	O	O	
is	O	O	O	O	
still	O	O	O	O	
treasure	O	O	O	O	
not	O	O	O	O	
yet	O	O	O	O	
lifted	O	O	O	O	
,	O	O	O	O	
I	O	O	O	O	
take	O	O	O	O	
up	O	O	O	O	
my	O	O	O	O	
pen	O	O	O	O	
in	O	O	O	O	
the	O	O	O	O	
year	O	O	O	O	
of	O	O	O	O	
grace	O	O	O	O	
17	O	O	O	O	
__	O	O	O	O	
and	O	O	O	O	
go	O	O	O	O	
back	O	O	O	O	
to	O	O	O	O	
the	O	O	O	O	
time	O	O	O	O	
when	O	O	O	O	
my	B-PER	O	O	O	
father	I-PER	O	O	O	
kept	O	O	O	O	
the	B-FAC	O	O	O	
Admiral	I-FAC	O	O	O	
Benbow	I-FAC	O	O	O	
inn	I-FAC	O	O	O	
and	O	O	O	O	
the	B-PER	O	O	O	
brown	I-PER	O	O	O	
old	I-PER	O	O	O	
seaman	I-PER	O	O	O	
with	O	O	O	O	
the	O	O	O	O	
sabre	O	O	O	O	
cut	O	O	O	O	
first	O	O	O	O	
took	O	O	O	O	
up	O	O	O	O	
his	O	O	O	O	
lodging	O	O	O	O	
under	O	O	O	O	
our	B-FAC	O	O	O	
roof	I-FAC	O	O	O	
.	O	O	O	O	

I	O	O	O	O	
remember	O	O	O	O	
him	O	O	O	O	
as	O	O	O	O	
if	O	O	O	O	
it	O	O	O	O	
were	O	O	O	O	
yesterday	O	O	O	O	
,	O	O	O	O	
as	O	O	O	O	
he	O	O	O	O	
came	O	O	O	O	
plodding	O	O	O	O	
to	O	O	O	O	
the	B-FAC	O	O	O	
inn	I-FAC	O	O	O	
door	O	O	O	O	
,	O	O	O	O	
his	O	O	O	O	
sea-chest	O	O	O	O	
following	O	O	O	O	
behind	O	O	O	O	
him	O	O	O	O	
in	O	O	O	O	
a	O	O	O	O	
hand-barrow	O	O	O	O	
--	O	O	O	O	
a	B-PER	O	O	O	
tall	I-PER	O	O	O	
,	I-PER	O	O	O	
strong	I-PER	O	O	O	
,	I-PER	O	O	O	
heavy	I-PER	O	O	O	
,	I-PER	O	O	O	
nut-brown	I-PER	O	O	O	
man	I-PER	O	O	O	
,	O	O	O	O	
his	O	O	O	O	
tarry	O	O	O	O	
pigtail	O	O	O	O	
falling	O	O	O	O	
over	O	O	O	O	
the	O	O	O	O	
shoulder	O	O	O	O	
of	O	O	O	O	
his	O	O	O	O	
soiled	O	O	O	O	
blue	O	O	O	O	
coat	O	O	O	O	
,	O	O	O	O	
his	O	O	O	O	
hands	O	O	O	O	
ragged	O	O	O	O	
and	O	O	O	O	
scarred	O	O	O	O	
,	O	O	O	O	
with	O	O	O	O	
black	O	O	O	O	
,	O	O	O	O	
broken	O	O	O	O	
nails	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
the	O	O	O	O	
sabre	O	O	O	O	
cut	O	O	O	O	
across	O	O	O	O	
one	O	O	O	O	
cheek	O	O	O	O	
,	O	O	O	O	
a	O	O	O	O	
dirty	O	O	O	O	
,	O	O	O	O	
livid	O	O	O	O	
white	O	O	O	O	
.	O	O	O	O	

I	O	O	O	O	
remember	O	O	O	O	
him	O	O	O	O	
looking	O	O	O	O	
round	O	O	O	O	
the	B-FAC	O	O	O	
cover	I-FAC	O	O	O	
and	O	O	O	O	
whistling	O	O	O	O	
to	O	O	O	O	
himself	O	O	O	O	
as	O	O	O	O	
he	O	O	O	O	
did	O	O	O	O	
so	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
then	O	O	O	O	
breaking	O	O	O	O	
out	O	O	O	O	
in	O	O	O	O	
that	O	O	O	O	
old	O	O	O	O	
sea-song	O	O	O	O	
that	O	O	O	O	
