CHAPTER	O	O	O	O	O	
1	O	O	O	O	O	
“	O	O	O	O	O	
Mine	O	O	O	O	O	
ear	O	O	O	O	O	
is	O	O	O	O	O	
open	O	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
my	O	O	O	O	O	
heart	O	O	O	O	O	
prepared	O	O	O	O	O	
:	O	O	O	O	O	
The	O	O	O	O	O	
worst	O	O	O	O	O	
is	O	O	O	O	O	
wordly	O	O	O	O	O	
loss	O	O	O	O	O	
thou	O	O	O	O	O	
canst	O	O	O	O	O	
unfold	O	O	O	O	O	
:	O	O	O	O	O	
--	O	O	O	O	O	
Say	O	O	O	O	O	
,	O	O	O	O	O	
is	O	O	O	O	O	
my	B-FAC	O	O	O	O	
kingdom	I-FAC	O	O	O	O	
lost	O	O	O	O	O	
?	O	O	O	O	O	
”	O	O	O	O	O	

--	O	O	O	O	O	
Shakespeare	B-PER	O	O	O	O	
It	O	O	O	O	O	
was	O	O	O	O	O	
a	O	O	O	O	O	
feature	O	O	O	O	O	
peculiar	O	O	O	O	O	
to	O	O	O	O	O	
the	O	O	O	O	O	
colonial	O	O	O	O	O	
wars	O	O	O	O	O	
of	O	O	O	O	O	
North	B-GPE	O	O	O	O	
America	I-GPE	O	O	O	O	
,	O	O	O	O	O	
that	O	O	O	O	O	
the	O	O	O	O	O	
toils	O	O	O	O	O	
and	O	O	O	O	O	
dangers	O	O	O	O	O	
of	O	O	O	O	O	
the	B-LOC	O	O	O	O	
wilderness	I-LOC	O	O	O	O	
were	O	O	O	O	O	
to	O	O	O	O	O	
be	O	O	O	O	O	
encountered	O	O	O	O	O	
before	O	O	O	O	O	
the	B-PER	O	O	O	O	
adverse	I-PER	O	O	O	O	
hosts	I-PER	O	O	O	O	
could	O	O	O	O	O	
meet	O	O	O	O	O	
.	O	O	O	O	O	

A	B-LOC	O	O	O	O	
wide	I-LOC	O	O	O	O	
and	I-LOC	O	O	O	O	
apparently	I-LOC	O	O	O	O	
an	I-LOC	O	O	O	O	
impervious	I-LOC	O	O	O	O	
boundary	I-LOC	O	O	O	O	
of	I-LOC	O	O	O	O	
forests	I-LOC	O	O	O	O	
severed	O	O	O	O	O	
the	O	O	O	O	O	
possessions	O	O	O	O	O	
of	O	O	O	O	O	
the	O	B-GPE	O	O	O	
hostile	O	I-GPE	O	O	O	
provinces	O	I-GPE	O	O	O	
of	O	I-GPE	O	O	O	
France	B-GPE	I-GPE	O	O	O	
and	O	I-GPE	O	O	O	
England	B-GPE	I-GPE	O	O	O	
.	O	O	O	O	O	

The	B-PER	O	O	O	O	
hardy	I-PER	O	O	O	O	
colonist	I-PER	O	O	O	O	
,	O	O	O	O	O	
and	O	O	O	O	O	
the	B-PER	O	O	O	O	
trained	I-PER	O	O	O	O	
European	I-PER	O	O	O	O	
who	I-PER	O	O	O	O	
fought	I-PER	O	O	O	O	
at	I-PER	O	O	O	O	
his	I-PER	O	O	O	O	
side	I-PER	O	O	O	O	
,	O	O	O	O	O	
frequently	O	O	O	O	O	
expended	O	O	O	O	O	
months	O	O	O	O	O	
in	O	O	O	O	O	
struggling	O	O	O	O	O	
against	O	O	O	O	O	
the	O	B-LOC	O	O	O	
rapids	O	I-LOC	O	O	O	
of	O	I-LOC	O	O	O	
the	B-LOC	I-LOC	O	O	O	
streams	I-LOC	I-LOC	O	O	O	
,	O	O	O	O	O	
or	O	O	O	O	O	
in	O	O	O	O	O	
effecting	O	O	O	O	O	
the	B-LOC	B-LOC	O	O	O	
rugged	I-LOC	I-LOC	O	O	O	
passes	I-LOC	I-LOC	O	O	O	
of	O	I-LOC	O	O	O	
the	O	I-LOC	O	O	O	
mountains	O	I-LOC	O	O	O	
,	O	O	O	O	O	
in	O	O	O	O	O	
quest	O	O	O	O	O	
of	O	O	O	O	O	
an	O	O	O	O	O	
opportunity	O	O	O	O	O	
to	O	O	O	O	O	
exhibit	O	O	O	O	O	
their	O	O	O	O	O	
courage	O	O	O	O	O	
in	O	O	O	O	O	
a	O	O	O	O	O	
more	O	O	O	O	O	
martial	O	O	O	O	O	
conflict	O	O	O	O	O	
.	O	O	O	O	O	

But	O	O	O	O	O	
,	O	O	O	O	O	
emulating	O	O	O	O	O	
the	O	O	O	O	O	
patience	O	O	O	O	O	
and	O	O	O	O	O	
self-denial	O	O	O	O	O	
of	O	O	O	O	O	
the	B-PER	O	O	O	O	
practiced	I-PER	O	O	O	O	
native	I-PER	O	O	O	O	
warriors	I-PER	O	O	O	O	
,	O	O	O	O	O	
they	O	O	O	O	O	
learned	O	O	O	O	O	
to	O	O	O	O	O	
overcome	O	O	O	O	O	
every	O	O	O	O	O	
difficulty	O	O	O	O	O	
;	O	O	O	O	O	
and	O	O	O	O	O	
it	O	O	O	O	O	
would	O	O	O	O	O	
seem	O	O	O	O	O	
